  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1000044E+01  -0.1927240E-03   0.1000044E+01  -0.3363817E-05
 0.2099800E+00   0.1000044E+01  -0.1927240E-03   0.1000044E+01  -0.3363817E-05
 0.4000000E+00   0.1000162E+01  -0.7150624E-03   0.1000162E+01  -0.1248222E-04
 0.6000000E+00   0.1000365E+01  -0.1624046E-02   0.1000365E+01  -0.2835529E-04
 0.8000000E+00   0.1000653E+01  -0.2947554E-02   0.1000653E+01  -0.5147812E-04
 0.1000000E+01   0.1001033E+01  -0.4753765E-02   0.1001033E+01  -0.8305457E-04
 0.1200000E+01   0.1001515E+01  -0.7169924E-02   0.1001515E+01  -0.1253283E-03
 0.1400000E+01   0.1002116E+01  -0.1044637E-01   0.1002116E+01  -0.1827093E-03
 0.1600000E+01   0.1002868E+01  -0.1511581E-01   0.1002868E+01  -0.2645774E-03
 0.1800000E+01   0.1003836E+01  -0.2244935E-01   0.1003836E+01  -0.3933181E-03
 0.2000000E+01   0.1005159E+01  -0.3606072E-01   0.1005159E+01  -0.6326252E-03
 0.2200000E+01   0.1007205E+01  -0.6977272E-01   0.1007204E+01  -0.1226537E-02
 0.2400000E+01   0.1010985E+01  -0.2180701E+00   0.1010978E+01  -0.3847841E-02
 0.2600000E+01   0.1011152E+01  -0.7384241E+00   0.1011068E+01  -0.1303129E-01
 0.2800000E+01   0.9942749E+00  -0.6113124E+00   0.9942184E+00  -0.1060813E-01
 0.3000000E+01   0.9979331E+00  -0.1825260E+00   0.9979280E+00  -0.3179090E-02
 0.3200000E+01   0.1001060E+01  -0.9254667E-01   0.1001058E+01  -0.1616955E-02
 0.3400000E+01   0.1003154E+01  -0.7437642E-01   0.1003153E+01  -0.1302207E-02
 0.3600000E+01   0.1004954E+01  -0.8908331E-01   0.1004952E+01  -0.1562498E-02
 0.3800000E+01   0.1006072E+01  -0.1687753E+00   0.1006067E+01  -0.2963566E-02
 0.4000000E+01   0.1004538E+01  -0.2412989E+00   0.1004529E+01  -0.4230559E-02
 0.4200000E+01   0.1004232E+01  -0.1107057E+00   0.1004230E+01  -0.1940356E-02
 0.4400000E+01   0.1005352E+01  -0.5973224E-01   0.1005352E+01  -0.1048104E-02
 0.4600000E+01   0.1006224E+01  -0.4108181E-01   0.1006224E+01  -0.7214756E-03
 0.4800000E+01   0.1006837E+01  -0.3004099E-01   0.1006837E+01  -0.5278987E-03
 0.5000000E+01   0.1007246E+01  -0.2064995E-01   0.1007246E+01  -0.3630210E-03
 0.5200000E+01   0.1007471E+01  -0.1115002E-01   0.1007471E+01  -0.1960585E-03
 0.5400000E+01   0.1007517E+01  -0.1035749E-02   0.1007517E+01  -0.1821312E-04
 0.5600000E+01   0.1007384E+01   0.9416583E-02   0.1007384E+01   0.1655639E-03
 0.5800000E+01   0.1007081E+01   0.1885065E-01   0.1007081E+01   0.3313355E-03
 0.6000000E+01   0.1006636E+01   0.2369932E-01   0.1006636E+01   0.4163760E-03
 0.6200000E+01   0.1006115E+01   0.1508130E-01   0.1006115E+01   0.2648281E-03
 0.6400000E+01   0.1005627E+01  -0.3022638E-01   0.1005627E+01  -0.5305183E-03
 0.6600000E+01   0.1005098E+01  -0.1769358E+00   0.1005094E+01  -0.3103851E-02
 0.6800000E+01   0.1002253E+01  -0.5609813E+00   0.1002205E+01  -0.9812876E-02
 0.7000000E+01   0.9910426E+00  -0.9962419E+00   0.9908928E+00  -0.1723108E-01
