  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1000336E+01  -0.1535347E-02   0.1000336E+01  -0.2680587E-04
 0.2099800E+00   0.1000336E+01  -0.1535347E-02   0.1000336E+01  -0.2680587E-04
 0.4000000E+00   0.1001236E+01  -0.5643533E-02   0.1001236E+01  -0.9861998E-04
 0.6000000E+00   0.1002766E+01  -0.1263212E-01   0.1002766E+01  -0.2210820E-03
 0.8000000E+00   0.1004914E+01  -0.2244147E-01   0.1004914E+01  -0.3936022E-03
 0.1000000E+01   0.1007685E+01  -0.3509297E-01   0.1007685E+01  -0.6171949E-03
 0.1200000E+01   0.1011087E+01  -0.5061285E-01   0.1011087E+01  -0.8931545E-03
 0.1400000E+01   0.1015129E+01  -0.6903224E-01   0.1015128E+01  -0.1223067E-02
 0.1600000E+01   0.1019821E+01  -0.9038748E-01   0.1019820E+01  -0.1608827E-02
 0.1800000E+01   0.1025177E+01  -0.1147203E+00   0.1025175E+01  -0.2052656E-02
 0.2000000E+01   0.1031211E+01  -0.1420781E+00   0.1031207E+01  -0.2557123E-02
 0.2200000E+01   0.1037940E+01  -0.1725145E+00   0.1037935E+01  -0.3125175E-02
 0.2400000E+01   0.1045382E+01  -0.2060893E+00   0.1045376E+01  -0.3760166E-02
 0.2600000E+01   0.1053560E+01  -0.2428694E+00   0.1053551E+01  -0.4465892E-02
 0.2800000E+01   0.1062497E+01  -0.2829291E+00   0.1062484E+01  -0.5246635E-02
 0.3000000E+01   0.1072219E+01  -0.3263506E+00   0.1072201E+01  -0.6107210E-02
 0.3200000E+01   0.1082755E+01  -0.3732249E+00   0.1082732E+01  -0.7053020E-02
 0.3400000E+01   0.1094138E+01  -0.4236525E+00   0.1094108E+01  -0.8090123E-02
 0.3600000E+01   0.1106403E+01  -0.4777439E+00   0.1106364E+01  -0.9225303E-02
 0.3800000E+01   0.1119589E+01  -0.5356212E+00   0.1119540E+01  -0.1046616E-01
 0.4000000E+01   0.1133739E+01  -0.5974186E+00   0.1133677E+01  -0.1182120E-01
 0.4200000E+01   0.1148901E+01  -0.6632842E+00   0.1148824E+01  -0.1329995E-01
 0.4400000E+01   0.1165127E+01  -0.7333810E+00   0.1165032E+01  -0.1491312E-01
 0.4600000E+01   0.1182474E+01  -0.8078885E+00   0.1182357E+01  -0.1667270E-01
 0.4800000E+01   0.1201005E+01  -0.8870050E+00   0.1200861E+01  -0.1859221E-01
 0.5000000E+01   0.1220790E+01  -0.9709494E+00   0.1220615E+01  -0.2068684E-01
 0.5200000E+01   0.1241906E+01  -0.1059963E+01   0.1241693E+01  -0.2297376E-01
 0.5400000E+01   0.1264436E+01  -0.1154315E+01   0.1264179E+01  -0.2547234E-01
 0.5600000E+01   0.1288474E+01  -0.1254300E+01   0.1288165E+01  -0.2820458E-01
 0.5800000E+01   0.1314124E+01  -0.1360248E+01   0.1313754E+01  -0.3119545E-01
 0.6000000E+01   0.1341501E+01  -0.1472527E+01   0.1341058E+01  -0.3447337E-01
 0.6200000E+01   0.1370731E+01  -0.1591544E+01   0.1370202E+01  -0.3807084E-01
 0.6400000E+01   0.1401957E+01  -0.1717756E+01   0.1401327E+01  -0.4202507E-01
 0.6600000E+01   0.1435337E+01  -0.1851674E+01   0.1434587E+01  -0.4637886E-01
 0.6800000E+01   0.1471048E+01  -0.1993872E+01   0.1470157E+01  -0.5118159E-01
 0.7000000E+01   0.1509289E+01  -0.2144996E+01   0.1508232E+01  -0.5649043E-01
 0.7200000E+01   0.1550284E+01  -0.2305777E+01   0.1549029E+01  -0.6237187E-01
 0.7400000E+01   0.1594286E+01  -0.2477042E+01   0.1592796E+01  -0.6890355E-01
 0.7600000E+01   0.1641579E+01  -0.2659733E+01   0.1639811E+01  -0.7617657E-01
 0.7800000E+01   0.1692491E+01  -0.2854926E+01   0.1690391E+01  -0.8429834E-01
 0.8000000E+01   0.1747393E+01  -0.3063854E+01   0.1744895E+01  -0.9339616E-01
 0.8200000E+01   0.1806710E+01  -0.3287938E+01   0.1803736E+01  -0.1036218E+00
 0.8400000E+01   0.1870934E+01  -0.3528823E+01   0.1867386E+01  -0.1151572E+00
 0.8600000E+01   0.1940632E+01  -0.3788424E+01   0.1936392E+01  -0.1282221E+00
 0.8800000E+01   0.2016468E+01  -0.4068983E+01   0.2011385E+01  -0.1430835E+00
 0.9000000E+01   0.2099214E+01  -0.4373141E+01   0.2093102E+01  -0.1600685E+00
 0.9200000E+01   0.2189784E+01  -0.4704030E+01   0.2182408E+01  -0.1795812E+00
 0.9400000E+01   0.2289261E+01  -0.5065394E+01   0.2280321E+01  -0.2021250E+00
 0.9600000E+01   0.2398939E+01  -0.5461740E+01   0.2388048E+01  -0.2283336E+00
 0.9800000E+01   0.2520378E+01  -0.5898550E+01   0.2507033E+01  -0.2590126E+00
 0.1000000E+02   0.2655471E+01  -0.6382550E+01   0.2639012E+01  -0.2951988E+00
 0.1020000E+02   0.2806547E+01  -0.6922084E+01   0.2786090E+01  -0.3382436E+00
 0.1040000E+02   0.2976490E+01  -0.7527630E+01   0.2950838E+01  -0.3899329E+00
 0.1060000E+02   0.3168919E+01  -0.8212517E+01   0.3136422E+01  -0.4526648E+00
 0.1080000E+02   0.3388436E+01  -0.8993955E+01   0.3346775E+01  -0.5297151E+00
 0.1100000E+02   0.3640967E+01  -0.9894532E+01   0.3586810E+01  -0.6256459E+00
 0.1120000E+02   0.3934266E+01  -0.1094445E+02   0.3862708E+01  -0.7469488E+00
 0.1140000E+02   0.4278640E+01  -0.1218494E+02   0.4182248E+01  -0.9030837E+00
 0.1160000E+02   0.4688034E+01  -0.1367362E+02   0.4555166E+01  -0.1108208E+01
 0.1180000E+02   0.5181639E+01  -0.1549312E+02   0.4993351E+01  -0.1384133E+01
 0.1200000E+02   0.5786278E+01  -0.1776549E+02   0.5510350E+01  -0.1765519E+01
 0.1220000E+02   0.6539780E+01  -0.2067671E+02   0.6118537E+01  -0.2309161E+01
 0.1240000E+02   0.7494964E+01  -0.2451933E+02   0.6819078E+01  -0.3110412E+01
 0.1260000E+02   0.8720940E+01  -0.2976535E+02   0.7570350E+01  -0.4329502E+01
 0.1280000E+02   0.1028627E+02  -0.3717690E+02   0.8195829E+01  -0.6215765E+01
 0.1300000E+02   0.1216836E+02  -0.4788903E+02   0.8159721E+01  -0.9027068E+01
 0.1320000E+02   0.1397332E+02  -0.6304743E+02   0.6333447E+01  -0.1245557E+02
 0.1340000E+02   0.1466415E+02  -0.8204862E+02   0.2028534E+01  -0.1452317E+02
 0.1360000E+02   0.1351581E+02  -0.1008023E+03  -0.2533135E+01  -0.1327631E+02
 0.1380000E+02   0.1132661E+02  -0.1149687E+03  -0.4781225E+01  -0.1026800E+02
 0.1400000E+02   0.9182417E+01  -0.1233271E+03  -0.5044983E+01  -0.7672348E+01
 0.1420000E+02   0.7532276E+01  -0.1263613E+03  -0.4465702E+01  -0.6065698E+01
 0.1440000E+02   0.6489809E+01  -0.1248999E+03  -0.3713107E+01  -0.5322636E+01
 0.1460000E+02   0.6124272E+01  -0.1209464E+03  -0.3149319E+01  -0.5252475E+01
 0.1480000E+02   0.6409232E+01  -0.1188569E+03  -0.3093245E+01  -0.5613385E+01
 0.1500000E+02   0.6982064E+01  -0.1223768E+03  -0.3738789E+01  -0.5896666E+01
 0.1520000E+02   0.7267025E+01  -0.1304726E+03  -0.4716908E+01  -0.5528150E+01
 0.1540000E+02   0.7048386E+01  -0.1393952E+03  -0.5351252E+01  -0.4587356E+01
 0.1560000E+02   0.6533355E+01  -0.1468282E+03  -0.5468637E+01  -0.3574737E+01
 0.1580000E+02   0.5953437E+01  -0.1523974E+03  -0.5275830E+01  -0.2758447E+01
 0.1600000E+02   0.5416644E+01  -0.1564809E+03  -0.4966667E+01  -0.2161539E+01
 0.1620000E+02   0.4951494E+01  -0.1595183E+03  -0.4638481E+01  -0.1732564E+01
 0.1640000E+02   0.4556062E+01  -0.1618376E+03  -0.4329065E+01  -0.1420173E+01
 0.1660000E+02   0.4220257E+01  -0.1636585E+03  -0.4049765E+01  -0.1187423E+01
 0.1680000E+02   0.3933436E+01  -0.1651251E+03  -0.3801621E+01  -0.1009752E+01
 0.1700000E+02   0.3686471E+01  -0.1663334E+03  -0.3582096E+01  -0.8710105E+00
 0.1720000E+02   0.3472014E+01  -0.1673484E+03  -0.3387714E+01  -0.7604454E+00
 0.1740000E+02   0.3284268E+01  -0.1682156E+03  -0.3215045E+01  -0.6707467E+00
 0.1760000E+02   0.3118671E+01  -0.1689671E+03  -0.3061029E+01  -0.5968307E+00
 0.1780000E+02   0.2971612E+01  -0.1696265E+03  -0.2923041E+01  -0.5350812E+00
 0.1800000E+02   0.2840216E+01  -0.1702115E+03  -0.2798868E+01  -0.4828710E+00
 0.1820000E+02   0.2722165E+01  -0.1707354E+03  -0.2686655E+01  -0.4382542E+00
 0.1840000E+02   0.2615580E+01  -0.1712085E+03  -0.2584849E+01  -0.3997639E+00
 0.1860000E+02   0.2518916E+01  -0.1716390E+03  -0.2492144E+01  -0.3662764E+00
 0.1880000E+02   0.2430900E+01  -0.1720333E+03  -0.2407438E+01  -0.3369182E+00
 0.1900000E+02   0.2350465E+01  -0.1723966E+03  -0.2329799E+01  -0.3110018E+00
 0.1920000E+02   0.2276717E+01  -0.1727333E+03  -0.2258431E+01  -0.2879792E+00
 0.1940000E+02   0.2208900E+01  -0.1730467E+03  -0.2192654E+01  -0.2674091E+00
 0.1960000E+02   0.2146367E+01  -0.1733399E+03  -0.2131882E+01  -0.2489324E+00
 0.1980000E+02   0.2088564E+01  -0.1736153E+03  -0.2075610E+01  -0.2322545E+00
 0.2000000E+02   0.2035014E+01  -0.1738750E+03  -0.2023397E+01  -0.2171313E+00
 0.2020000E+02   0.1985303E+01  -0.1741207E+03  -0.1974860E+01  -0.2033595E+00
 0.2040000E+02   0.1939070E+01  -0.1743540E+03  -0.1929663E+01  -0.1907681E+00
 0.2060000E+02   0.1895999E+01  -0.1745762E+03  -0.1887511E+01  -0.1792126E+00
 0.2080000E+02   0.1855813E+01  -0.1747884E+03  -0.1848141E+01  -0.1685700E+00
 0.2100000E+02   0.1818265E+01  -0.1749917E+03  -0.1811323E+01  -0.1587353E+00
 0.2120000E+02   0.1783139E+01  -0.1751868E+03  -0.1776851E+01  -0.1496180E+00
 0.2140000E+02   0.1750241E+01  -0.1753746E+03  -0.1744541E+01  -0.1411398E+00
 0.2160000E+02   0.1719399E+01  -0.1755558E+03  -0.1714230E+01  -0.1332327E+00
 0.2180000E+02   0.1690460E+01  -0.1757310E+03  -0.1685769E+01  -0.1258377E+00
 0.2200000E+02   0.1663283E+01  -0.1759006E+03  -0.1659028E+01  -0.1189026E+00
 0.2220000E+02   0.1637745E+01  -0.1760653E+03  -0.1633885E+01  -0.1123820E+00
 0.2240000E+02   0.1613734E+01  -0.1762254E+03  -0.1610233E+01  -0.1062353E+00
 0.2260000E+02   0.1591147E+01  -0.1763813E+03  -0.1587975E+01  -0.1004270E+00
 0.2280000E+02   0.1569893E+01  -0.1765334E+03  -0.1567020E+01  -0.9492513E-01
 0.2300000E+02   0.1549887E+01  -0.1766821E+03  -0.1547289E+01  -0.8970141E-01
 0.2320000E+02   0.1531054E+01  -0.1768276E+03  -0.1528708E+01  -0.8473043E-01
 0.2340000E+02   0.1513325E+01  -0.1769701E+03  -0.1511209E+01  -0.7998937E-01
 0.2360000E+02   0.1496635E+01  -0.1771100E+03  -0.1494732E+01  -0.7545769E-01
 0.2380000E+02   0.1480927E+01  -0.1772475E+03  -0.1479218E+01  -0.7111683E-01
 0.2400000E+02   0.1466148E+01  -0.1773827E+03  -0.1464618E+01  -0.6694994E-01
 0.2420000E+02   0.1452248E+01  -0.1775160E+03  -0.1450883E+01  -0.6294173E-01
 0.2440000E+02   0.1439183E+01  -0.1776474E+03  -0.1437970E+01  -0.5907827E-01
 0.2460000E+02   0.1426912E+01  -0.1777771E+03  -0.1425838E+01  -0.5534680E-01
 0.2480000E+02   0.1415397E+01  -0.1779053E+03  -0.1414451E+01  -0.5173563E-01
 0.2500000E+02   0.1404603E+01  -0.1780321E+03  -0.1403775E+01  -0.4823403E-01
 0.2520000E+02   0.1394498E+01  -0.1781577E+03  -0.1393777E+01  -0.4483210E-01
 0.2540000E+02   0.1385051E+01  -0.1782821E+03  -0.1384428E+01  -0.4152067E-01
 0.2560000E+02   0.1376236E+01  -0.1784056E+03  -0.1375703E+01  -0.3829125E-01
 0.2580000E+02   0.1368026E+01  -0.1785283E+03  -0.1367575E+01  -0.3513596E-01
 0.2600000E+02   0.1360400E+01  -0.1786501E+03  -0.1360022E+01  -0.3204741E-01
 0.2620000E+02   0.1353334E+01  -0.1787713E+03  -0.1353022E+01  -0.2901872E-01
 0.2640000E+02   0.1346808E+01  -0.1788920E+03  -0.1346557E+01  -0.2604342E-01
 0.2660000E+02   0.1340805E+01  -0.1790122E+03  -0.1340606E+01  -0.2311543E-01
 0.2680000E+02   0.1335308E+01  -0.1791320E+03  -0.1335154E+01  -0.2022899E-01
 0.2700000E+02   0.1330299E+01  -0.1792515E+03  -0.1330186E+01  -0.1737866E-01
 0.2720000E+02   0.1325765E+01  -0.1793708E+03  -0.1325685E+01  -0.1455925E-01
 0.2740000E+02   0.1321692E+01  -0.1794899E+03  -0.1321640E+01  -0.1176583E-01
 0.2760000E+02   0.1318068E+01  -0.1796090E+03  -0.1318038E+01  -0.8993665E-02
