  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1000068E+01  -0.2898061E-03   0.1000068E+01  -0.5058415E-05
 0.2099800E+00   0.1000068E+01  -0.2898061E-03   0.1000068E+01  -0.5058415E-05
 0.4000000E+00   0.1000251E+01  -0.1073244E-02   0.1000251E+01  -0.1873633E-04
 0.6000000E+00   0.1000563E+01  -0.2425819E-02   0.1000563E+01  -0.4236235E-04
 0.8000000E+00   0.1001003E+01  -0.4364151E-02   0.1001003E+01  -0.7624517E-04
 0.1000000E+01   0.1001575E+01  -0.6937515E-02   0.1001575E+01  -0.1212731E-03
 0.1200000E+01   0.1002286E+01  -0.1022911E-01   0.1002286E+01  -0.1789398E-03
 0.1400000E+01   0.1003148E+01  -0.1439387E-01   0.1003148E+01  -0.2520111E-03
 0.1600000E+01   0.1004180E+01  -0.1976173E-01   0.1004180E+01  -0.3463490E-03
 0.1800000E+01   0.1005424E+01  -0.2717859E-01   0.1005424E+01  -0.4769286E-03
 0.2000000E+01   0.1006979E+01  -0.3951204E-01   0.1006978E+01  -0.6944278E-03
 0.2200000E+01   0.1009150E+01  -0.7286236E-01   0.1009149E+01  -0.1283323E-02
 0.2400000E+01   0.1010830E+01  -0.2623078E+00   0.1010820E+01  -0.4627700E-02
 0.2600000E+01   0.1007332E+01  -0.3663530E+00   0.1007311E+01  -0.6440901E-02
 0.2800000E+01   0.1008874E+01  -0.1298356E+00   0.1008872E+01  -0.2286165E-02
 0.3000000E+01   0.1011748E+01  -0.9343532E-01   0.1011747E+01  -0.1649911E-02
 0.3200000E+01   0.1014448E+01  -0.9991639E-01   0.1014446E+01  -0.1769064E-02
 0.3400000E+01   0.1017362E+01  -0.1339734E+00   0.1017360E+01  -0.2378872E-02
 0.3600000E+01   0.1019866E+01  -0.2557695E+00   0.1019856E+01  -0.4552687E-02
 0.3800000E+01   0.1019414E+01  -0.3583707E+00   0.1019394E+01  -0.6376139E-02
 0.4000000E+01   0.1020505E+01  -0.2116566E+00   0.1020498E+01  -0.3769842E-02
 0.4200000E+01   0.1023857E+01  -0.1678898E+00   0.1023853E+01  -0.3000134E-02
 0.4400000E+01   0.1027183E+01  -0.1668566E+00   0.1027179E+01  -0.2991356E-02
 0.4600000E+01   0.1030513E+01  -0.1777425E+00   0.1030508E+01  -0.3196844E-02
 0.4800000E+01   0.1033957E+01  -0.1939769E+00   0.1033951E+01  -0.3500491E-02
