  Freq              AMPL              PHASE          REAL          IMAG
 0.2466181E+01   0.1902128E-05   0.0000000E+00   0.1902128E-05   0.0000000E+00
 0.2466181E+01   0.1902128E-05   0.0000000E+00   0.1902128E-05   0.0000000E+00
 0.2466181E+01   0.1902128E-05   0.0000000E+00   0.1902128E-05   0.0000000E+00
 0.2466181E+01   0.1902128E-05   0.0000000E+00   0.1902128E-05   0.0000000E+00
 0.2466181E+01   0.1902128E-05   0.0000000E+00   0.1902128E-05   0.0000000E+00
 0.2466181E+01   0.1902128E-05   0.0000000E+00   0.1902128E-05   0.0000000E+00
 0.2466181E+01   0.1902128E-05   0.0000000E+00   0.1902128E-05   0.0000000E+00
 0.2466181E+01   0.1902128E-05   0.0000000E+00   0.1902128E-05   0.0000000E+00
 0.2466181E+01   0.1902128E-05   0.0000000E+00   0.1902128E-05   0.0000000E+00
 0.2466181E+01   0.1902128E-05   0.0000000E+00   0.1902128E-05   0.0000000E+00
 0.2466181E+01   0.1902128E-05   0.0000000E+00   0.1902128E-05   0.0000000E+00
 0.2466181E+01   0.1902128E-05   0.0000000E+00   0.1902128E-05   0.0000000E+00
 0.2466181E+01   0.1902128E-05   0.0000000E+00   0.1902128E-05   0.0000000E+00
 0.2600000E+01   0.7788753E-06   0.1800000E+03  -0.7788753E-06   0.0000000E+00
 0.2800000E+01   0.1712419E-05   0.0000000E+00   0.1712419E-05   0.0000000E+00
 0.3000000E+01   0.8653562E-06   0.0000000E+00   0.8653562E-06   0.0000000E+00
 0.3200000E+01   0.1829366E-07   0.0000000E+00   0.1829366E-07   0.0000000E+00
 0.3400000E+01   0.8287689E-06   0.1800000E+03  -0.8287689E-06   0.0000000E+00
 0.3600000E+01   0.1675831E-05   0.1800000E+03  -0.1675831E-05   0.0000000E+00
 0.3800000E+01   0.3035840E-05   0.0000000E+00   0.3035840E-05   0.0000000E+00
 0.4000000E+01   0.6576720E-05   0.0000000E+00   0.6576720E-05   0.0000000E+00
 0.4200000E+01   0.7204166E-05   0.0000000E+00   0.7204166E-05   0.0000000E+00
 0.4400000E+01   0.7831612E-05   0.0000000E+00   0.7831612E-05   0.0000000E+00
 0.4600000E+01   0.8459059E-05   0.0000000E+00   0.8459059E-05   0.0000000E+00
 0.4800000E+01   0.9086505E-05   0.0000000E+00   0.9086505E-05   0.0000000E+00
 0.5000000E+01   0.9713951E-05   0.0000000E+00   0.9713951E-05   0.0000000E+00
 0.5200000E+01   0.1034140E-04   0.0000000E+00   0.1034140E-04   0.0000000E+00
 0.5400000E+01   0.1096884E-04   0.0000000E+00   0.1096884E-04   0.0000000E+00
 0.5600000E+01   0.1159629E-04   0.0000000E+00   0.1159629E-04   0.0000000E+00
 0.5800000E+01   0.1222374E-04   0.0000000E+00   0.1222374E-04   0.0000000E+00
 0.6000000E+01   0.1285118E-04   0.0000000E+00   0.1285118E-04   0.0000000E+00
 0.6200000E+01   0.1347863E-04   0.0000000E+00   0.1347863E-04   0.0000000E+00
 0.6400000E+01   0.1410607E-04   0.0000000E+00   0.1410607E-04   0.0000000E+00
 0.6600000E+01   0.1473352E-04   0.0000000E+00   0.1473352E-04   0.0000000E+00
 0.6800000E+01   0.1512199E-04   0.0000000E+00   0.1512199E-04   0.0000000E+00
 0.7000000E+01   0.1427340E-04   0.0000000E+00   0.1427340E-04   0.0000000E+00
 0.7200000E+01   0.2127573E-04   0.0000000E+00   0.2127573E-04   0.0000000E+00
 0.7400000E+01   0.1835559E-04   0.0000000E+00   0.1835559E-04   0.0000000E+00
 0.7600000E+01   0.1543546E-04   0.0000000E+00   0.1543546E-04   0.0000000E+00
 0.7800000E+01   0.1251533E-04   0.0000000E+00   0.1251533E-04   0.0000000E+00
 0.8000000E+01   0.9595191E-05   0.0000000E+00   0.9595191E-05   0.0000000E+00
 0.8200000E+01   0.6675056E-05   0.0000000E+00   0.6675056E-05   0.0000000E+00
 0.8400000E+01   0.3754922E-05   0.0000000E+00   0.3754922E-05   0.0000000E+00
 0.8600000E+01   0.8347876E-06   0.0000000E+00   0.8347876E-06   0.0000000E+00
 0.8800000E+01   0.2085347E-05   0.1800000E+03  -0.2085347E-05   0.0000000E+00
 0.9000000E+01   0.5005481E-05   0.1800000E+03  -0.5005481E-05   0.0000000E+00
 0.9200000E+01   0.4331832E-04   0.1800000E+03  -0.4331832E-04   0.0000000E+00
 0.9400000E+01   0.1964507E-03   0.1800000E+03  -0.1964507E-03   0.0000000E+00
 0.9600000E+01   0.1041731E-03   0.0000000E+00   0.1041731E-03   0.0000000E+00
 0.9800000E+01   0.5613362E-03   0.0000000E+00   0.5613362E-03   0.0000000E+00
 0.1000000E+02   0.1018499E-02   0.0000000E+00   0.1018499E-02   0.0000000E+00
 0.1020000E+02   0.9510569E-03   0.0000000E+00   0.9510569E-03   0.0000000E+00
 0.1040000E+02   0.5868836E-03   0.0000000E+00   0.5868836E-03   0.0000000E+00
 0.1060000E+02   0.2679778E-03   0.0000000E+00   0.2679778E-03   0.0000000E+00
 0.1080000E+02   0.3575035E-04   0.0000000E+00   0.3575035E-04   0.0000000E+00
 0.1100000E+02   0.3872256E-04   0.1800000E+03  -0.3872256E-04   0.0000000E+00
 0.1120000E+02   0.7472438E-04   0.1800000E+03  -0.7472438E-04   0.0000000E+00
 0.1140000E+02   0.7021987E-04   0.1800000E+03  -0.7021987E-04   0.0000000E+00
 0.1160000E+02   0.6571537E-04   0.1800000E+03  -0.6571537E-04   0.0000000E+00
 0.1180000E+02   0.6121086E-04   0.1800000E+03  -0.6121086E-04   0.0000000E+00
 0.1200000E+02   0.5670636E-04   0.1800000E+03  -0.5670636E-04   0.0000000E+00
 0.1220000E+02   0.5220185E-04   0.1800000E+03  -0.5220185E-04   0.0000000E+00
 0.1240000E+02   0.4769735E-04   0.1800000E+03  -0.4769735E-04   0.0000000E+00
 0.1260000E+02   0.4319285E-04   0.1800000E+03  -0.4319285E-04   0.0000000E+00
 0.1280000E+02   0.3868834E-04   0.1800000E+03  -0.3868834E-04   0.0000000E+00
 0.1300000E+02   0.3418384E-04   0.1800000E+03  -0.3418384E-04   0.0000000E+00
 0.1320000E+02   0.2967933E-04   0.1800000E+03  -0.2967933E-04   0.0000000E+00
 0.1340000E+02   0.2517483E-04   0.1800000E+03  -0.2517483E-04   0.0000000E+00
 0.1360000E+02   0.2067032E-04   0.1800000E+03  -0.2067032E-04   0.0000000E+00
 0.1380000E+02   0.1616582E-04   0.1800000E+03  -0.1616582E-04   0.0000000E+00
 0.1400000E+02   0.1166132E-04   0.1800000E+03  -0.1166132E-04   0.0000000E+00
 0.1420000E+02   0.7156811E-05   0.1800000E+03  -0.7156811E-05   0.0000000E+00
 0.1440000E+02   0.5168931E-05   0.1800000E+03  -0.5168931E-05   0.0000000E+00
 0.1460000E+02   0.4043655E-05   0.1800000E+03  -0.4043655E-05   0.0000000E+00
 0.1480000E+02   0.1252972E-04   0.1800000E+03  -0.1252972E-04   0.0000000E+00
 0.1500000E+02   0.1144908E-04   0.1800000E+03  -0.1144908E-04   0.0000000E+00
 0.1520000E+02   0.1036845E-04   0.1800000E+03  -0.1036845E-04   0.0000000E+00
 0.1540000E+02   0.9287819E-05   0.1800000E+03  -0.9287819E-05   0.0000000E+00
 0.1560000E+02   0.8207186E-05   0.1800000E+03  -0.8207186E-05   0.0000000E+00
 0.1580000E+02   0.7126553E-05   0.1800000E+03  -0.7126553E-05   0.0000000E+00
 0.1600000E+02   0.6045920E-05   0.1800000E+03  -0.6045920E-05   0.0000000E+00
 0.1620000E+02   0.3034585E-05   0.1800000E+03  -0.3034585E-05   0.0000000E+00
 0.1640000E+02   0.1298187E-06   0.0000000E+00   0.1298187E-06   0.0000000E+00
 0.1660000E+02   0.1363498E-04   0.1800000E+03  -0.1363498E-04   0.0000000E+00
 0.1680000E+02   0.2231067E-04   0.1800000E+03  -0.2231067E-04   0.0000000E+00
 0.1700000E+02   0.2073821E-04   0.1800000E+03  -0.2073821E-04   0.0000000E+00
 0.1720000E+02   0.1916576E-04   0.1800000E+03  -0.1916576E-04   0.0000000E+00
 0.1740000E+02   0.1759330E-04   0.1800000E+03  -0.1759330E-04   0.0000000E+00
 0.1760000E+02   0.1602085E-04   0.1800000E+03  -0.1602085E-04   0.0000000E+00
 0.1780000E+02   0.1444839E-04   0.1800000E+03  -0.1444839E-04   0.0000000E+00
 0.1800000E+02   0.1287594E-04   0.1800000E+03  -0.1287594E-04   0.0000000E+00
 0.1820000E+02   0.1130348E-04   0.1800000E+03  -0.1130348E-04   0.0000000E+00
 0.1840000E+02   0.9731027E-05   0.1800000E+03  -0.9731027E-05   0.0000000E+00
 0.1860000E+02   0.8158572E-05   0.1800000E+03  -0.8158572E-05   0.0000000E+00
 0.1880000E+02   0.6586116E-05   0.1800000E+03  -0.6586116E-05   0.0000000E+00
 0.1900000E+02   0.5013661E-05   0.1800000E+03  -0.5013661E-05   0.0000000E+00
 0.1920000E+02   0.3441206E-05   0.1800000E+03  -0.3441206E-05   0.0000000E+00
 0.1940000E+02   0.1868751E-05   0.1800000E+03  -0.1868751E-05   0.0000000E+00
 0.1960000E+02   0.1542241E-04   0.1800000E+03  -0.1542241E-04   0.0000000E+00
 0.1980000E+02   0.2929197E-04   0.1800000E+03  -0.2929197E-04   0.0000000E+00
 0.2000000E+02   0.3937017E-05   0.0000000E+00   0.3937017E-05   0.0000000E+00
 0.2020000E+02   0.1883085E-04   0.1800000E+03  -0.1883085E-04   0.0000000E+00
 0.2040000E+02   0.4159872E-04   0.1800000E+03  -0.4159872E-04   0.0000000E+00
 0.2060000E+02   0.6436659E-04   0.1800000E+03  -0.6436659E-04   0.0000000E+00
 0.2080000E+02   0.8713446E-04   0.1800000E+03  -0.8713446E-04   0.0000000E+00
