  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1000274E+01  -0.1262004E-02   0.1000274E+01  -0.2203217E-04
 0.2099800E+00   0.1000274E+01  -0.1262004E-02   0.1000274E+01  -0.2203217E-04
 0.4000000E+00   0.1001008E+01  -0.4638918E-02   0.1001008E+01  -0.8104601E-04
 0.6000000E+00   0.1002255E+01  -0.1038302E-01   0.1002255E+01  -0.1816265E-03
 0.8000000E+00   0.1004005E+01  -0.1844368E-01   0.1004005E+01  -0.3231922E-03
 0.1000000E+01   0.1006261E+01  -0.2883584E-01   0.1006261E+01  -0.5064315E-03
 0.1200000E+01   0.1009028E+01  -0.4157723E-01   0.1009028E+01  -0.7322111E-03
 0.1400000E+01   0.1012312E+01  -0.5668850E-01   0.1012311E+01  -0.1001582E-02
 0.1600000E+01   0.1016119E+01  -0.7419322E-01   0.1016118E+01  -0.1315788E-02
 0.1800000E+01   0.1020458E+01  -0.9411811E-01   0.1020456E+01  -0.1676275E-02
 0.2000000E+01   0.1025337E+01  -0.1164931E+00   0.1025335E+01  -0.2084702E-02
 0.2200000E+01   0.1030768E+01  -0.1413514E+00   0.1030765E+01  -0.2542952E-02
 0.2400000E+01   0.1036762E+01  -0.1687300E+00   0.1036758E+01  -0.3053151E-02
 0.2600000E+01   0.1043333E+01  -0.1986694E+00   0.1043326E+01  -0.3617681E-02
 0.2800000E+01   0.1050494E+01  -0.2312141E+00   0.1050485E+01  -0.4239202E-02
 0.3000000E+01   0.1058262E+01  -0.2664130E+00   0.1058251E+01  -0.4920671E-02
 0.3200000E+01   0.1066655E+01  -0.3043190E+00   0.1066640E+01  -0.5665370E-02
 0.3400000E+01   0.1075692E+01  -0.3449903E+00   0.1075672E+01  -0.6476933E-02
 0.3600000E+01   0.1085394E+01  -0.3884897E+00   0.1085369E+01  -0.7359375E-02
 0.3800000E+01   0.1095784E+01  -0.4348858E+00   0.1095753E+01  -0.8317130E-02
 0.4000000E+01   0.1106888E+01  -0.4842528E+00   0.1106849E+01  -0.9355092E-02
 0.4200000E+01   0.1118733E+01  -0.5366712E+00   0.1118684E+01  -0.1047866E-01
 0.4400000E+01   0.1131348E+01  -0.5922283E+00   0.1131288E+01  -0.1169379E-01
 0.4600000E+01   0.1144767E+01  -0.6510185E+00   0.1144693E+01  -0.1300704E-01
 0.4800000E+01   0.1159023E+01  -0.7131443E+00   0.1158933E+01  -0.1442566E-01
 0.5000000E+01   0.1174156E+01  -0.7787164E+00   0.1174047E+01  -0.1595765E-01
 0.5200000E+01   0.1190206E+01  -0.8478547E+00   0.1190075E+01  -0.1761185E-01
 0.5400000E+01   0.1207218E+01  -0.9206890E+00   0.1207062E+01  -0.1939801E-01
 0.5600000E+01   0.1225241E+01  -0.9973597E+00   0.1225056E+01  -0.2132696E-01
 0.5800000E+01   0.1244329E+01  -0.1078019E+01   0.1244109E+01  -0.2341064E-01
 0.6000000E+01   0.1264538E+01  -0.1162831E+01   0.1264278E+01  -0.2566233E-01
 0.6200000E+01   0.1285932E+01  -0.1251974E+01   0.1285625E+01  -0.2809675E-01
 0.6400000E+01   0.1308578E+01  -0.1345641E+01   0.1308217E+01  -0.3073026E-01
 0.6600000E+01   0.1332552E+01  -0.1444040E+01   0.1332128E+01  -0.3358107E-01
