  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1002836E+01  -0.1304698E-01   0.1002836E+01  -0.2283584E-03
 0.2099800E+00   0.1002836E+01  -0.1304698E-01   0.1002836E+01  -0.2283584E-03
 0.4000000E+00   0.1010529E+01  -0.4863250E-01   0.1010529E+01  -0.8577344E-03
 0.6000000E+00   0.1023983E+01  -0.1114295E+00   0.1023982E+01  -0.1991454E-02
 0.8000000E+00   0.1043700E+01  -0.2047326E+00   0.1043694E+01  -0.3729403E-02
 0.1000000E+01   0.1070694E+01  -0.3348499E+00   0.1070676E+01  -0.6257349E-02
 0.1200000E+01   0.1106498E+01  -0.5114943E+00   0.1106453E+01  -0.9877860E-02
 0.1400000E+01   0.1153417E+01  -0.7495993E+00   0.1153319E+01  -0.1508970E-01
 0.1600000E+01   0.1214982E+01  -0.1072572E+01   0.1214769E+01  -0.2274303E-01
 0.1800000E+01   0.1296770E+01  -0.1518411E+01   0.1296315E+01  -0.3436205E-01
 0.2000000E+01   0.1408053E+01  -0.2151991E+01   0.1407060E+01  -0.5287309E-01
 0.2200000E+01   0.1565308E+01  -0.3092003E+01   0.1563029E+01  -0.8443183E-01
 0.2400000E+01   0.1800686E+01  -0.4577420E+01   0.1794943E+01  -0.1437057E+00
 0.2600000E+01   0.2185737E+01  -0.7160621E+01   0.2168689E+01  -0.2724550E+00
 0.2800000E+01   0.2913357E+01  -0.1242250E+02   0.2845149E+01  -0.6267179E+00
 0.3000000E+01   0.4653425E+01  -0.2682876E+02   0.4152527E+01  -0.2100210E+01
 0.3200000E+01   0.7529399E+01  -0.8337066E+02   0.8692378E+00  -0.7479055E+01
 0.3400000E+01   0.3731011E+01  -0.1354552E+03  -0.2659100E+01  -0.2617179E+01
 0.3600000E+01   0.1903684E+01  -0.1524005E+03  -0.1687060E+01  -0.8819535E+00
 0.3800000E+01   0.1094249E+01  -0.1572804E+03  -0.1009342E+01  -0.4226221E+00
 0.4000000E+01   0.6759808E+00  -0.1579564E+03  -0.6265654E+00  -0.2537041E+00
 0.4200000E+01   0.4221976E+00  -0.1557747E+03  -0.3850184E+00  -0.1732387E+00
 0.4400000E+01   0.2533051E+00  -0.1494504E+03  -0.2181437E+00  -0.1287510E+00
 0.4600000E+01   0.1390530E+00  -0.1329590E+03  -0.9476102E-01  -0.1017648E+00
 0.4800000E+01   0.8442216E-01  -0.8901474E+02   0.1451659E-02  -0.8440968E-01
 0.5000000E+01   0.1080988E+00  -0.4238700E+02   0.7984271E-01  -0.7287319E-01
 0.5200000E+01   0.1600247E+00  -0.2401815E+02   0.1461692E+00  -0.6513422E-01
 0.5400000E+01   0.2128476E+00  -0.1638776E+02   0.2042005E+00  -0.6005210E-01
 0.5600000E+01   0.2627908E+00  -0.1251797E+02   0.2565438E+00  -0.5695879E-01
 0.5800000E+01   0.3101000E+00  -0.1030270E+02   0.3051002E+00  -0.5546093E-01
 0.6000000E+01   0.3556650E+00  -0.8951088E+01   0.3513335E+00  -0.5533836E-01
 0.6200000E+01   0.4004427E+00  -0.8109885E+01   0.3964380E+00  -0.5649127E-01
 0.6400000E+01   0.4453647E+00  -0.7601508E+01   0.4414509E+00  -0.5891395E-01
 0.6600000E+01   0.4913496E+00  -0.7329663E+01   0.4873345E+00  -0.6268545E-01
 0.6800000E+01   0.5393436E+00  -0.7240174E+01   0.5350432E+00  -0.6797284E-01
 0.7000000E+01   0.5903736E+00  -0.7303054E+01   0.5855843E+00  -0.7504681E-01
 0.7200000E+01   0.6456119E+00  -0.7503813E+01   0.6400830E+00  -0.8431186E-01
 0.7400000E+01   0.7064591E+00  -0.7839291E+01   0.6998569E+00  -0.9635745E-01
 0.7600000E+01   0.7746580E+00  -0.8316068E+01   0.7665126E+00  -0.1120416E+00
 0.7800000E+01   0.8524558E+00  -0.8950686E+01   0.8420751E+00  -0.1326287E+00
 0.8000000E+01   0.9428470E+00  -0.9771608E+01   0.9291683E+00  -0.1600211E+00
 0.8200000E+01   0.1049951E+01  -0.1082340E+02   0.1031273E+01  -0.1971623E+00
 0.8400000E+01   0.1179616E+01  -0.1217437E+02   0.1153087E+01  -0.2487663E+00
 0.8600000E+01   0.1340431E+01  -0.1393035E+02   0.1301007E+01  -0.3226983E+00
 0.8800000E+01   0.1545442E+01  -0.1626011E+02   0.1483625E+01  -0.4327214E+00
 0.9000000E+01   0.1815144E+01  -0.1944428E+02   0.1711619E+01  -0.6042432E+00
 0.9200000E+01   0.2182447E+01  -0.2397414E+02   0.1994165E+01  -0.8867813E+00
 0.9400000E+01   0.2698977E+01  -0.3075614E+02   0.2319370E+01  -0.1380217E+01
 0.9600000E+01   0.3428547E+01  -0.4150058E+02   0.2567807E+01  -0.2271850E+01
 0.9800000E+01   0.4338615E+01  -0.5901162E+02   0.2233798E+01  -0.3719372E+01
 0.1000000E+02   0.4917697E+01  -0.8459733E+02   0.4630247E+00  -0.4895851E+01
 0.1020000E+02   0.4499860E+01  -0.1110834E+03  -0.1618718E+01  -0.4198630E+01
 0.1040000E+02   0.3604504E+01  -0.1302756E+03  -0.2330183E+01  -0.2750035E+01
 0.1060000E+02   0.2829003E+01  -0.1423346E+03  -0.2239418E+01  -0.1728660E+01
 0.1080000E+02   0.2270660E+01  -0.1499145E+03  -0.1964752E+01  -0.1138264E+01
 0.1100000E+02   0.1875585E+01  -0.1549298E+03  -0.1698885E+01  -0.7947377E+00
 0.1120000E+02   0.1588647E+01  -0.1584377E+03  -0.1477470E+01  -0.5838487E+00
 0.1140000E+02   0.1373281E+01  -0.1610089E+03  -0.1298532E+01  -0.4468960E+00
 0.1160000E+02   0.1206659E+01  -0.1629659E+03  -0.1153723E+01  -0.3534802E+00
 0.1180000E+02   0.1074348E+01  -0.1645012E+03  -0.1035280E+01  -0.2870851E+00
 0.1200000E+02   0.9669513E+00  -0.1657357E+03  -0.9371398E+00  -0.2382515E+00
 0.1220000E+02   0.8781491E+00  -0.1667488E+03  -0.8547677E+00  -0.2012907E+00
 0.1240000E+02   0.8035602E+00  -0.1675942E+03  -0.7847976E+00  -0.1726316E+00
