  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1000016E+01  -0.8198065E-04   0.1000016E+01  -0.1430854E-05
 0.2099800E+00   0.1000016E+01  -0.8198065E-04   0.1000016E+01  -0.1430854E-05
 0.4000000E+00   0.1000057E+01  -0.3067549E-03   0.1000057E+01  -0.5354188E-05
 0.6000000E+00   0.1000128E+01  -0.6994356E-03   0.1000128E+01  -0.1220901E-04
 0.8000000E+00   0.1000227E+01  -0.1266881E-02   0.1000227E+01  -0.2211627E-04
 0.1000000E+01   0.1000356E+01  -0.2022355E-02   0.1000356E+01  -0.3530930E-04
 0.1200000E+01   0.1000514E+01  -0.2983215E-02   0.1000514E+01  -0.5209367E-04
 0.1400000E+01   0.1000702E+01  -0.4174919E-02   0.1000702E+01  -0.7291726E-04
 0.1600000E+01   0.1000923E+01  -0.5641116E-02   0.1000923E+01  -0.9854697E-04
 0.1800000E+01   0.1001181E+01  -0.7473404E-02   0.1001181E+01  -0.1305895E-03
 0.2000000E+01   0.1001481E+01  -0.9921435E-02   0.1001481E+01  -0.1734181E-03
 0.2200000E+01   0.1001842E+01  -0.1397985E-01   0.1001842E+01  -0.2444438E-03
 0.2400000E+01   0.1002274E+01  -0.2600531E-01   0.1002274E+01  -0.4549103E-03
 0.2600000E+01   0.1002366E+01  -0.5554055E-01   0.1002366E+01  -0.9716591E-03
 0.2800000E+01   0.1002362E+01  -0.3216646E-01   0.1002362E+01  -0.5627366E-03
 0.3000000E+01   0.1002885E+01  -0.2600335E-01   0.1002885E+01  -0.4551534E-03
 0.3200000E+01   0.1003415E+01  -0.2778514E-01   0.1003415E+01  -0.4865982E-03
 0.3400000E+01   0.1003964E+01  -0.3281330E-01   0.1003964E+01  -0.5749705E-03
 0.3600000E+01   0.1004540E+01  -0.4379672E-01   0.1004539E+01  -0.7678669E-03
 0.3800000E+01   0.1004939E+01  -0.6327604E-01   0.1004938E+01  -0.1109829E-02
 0.4000000E+01   0.1005134E+01  -0.5852914E-01   0.1005133E+01  -0.1026770E-02
 0.4200000E+01   0.1005758E+01  -0.5201621E-01   0.1005758E+01  -0.9130813E-03
 0.4400000E+01   0.1006444E+01  -0.5361840E-01   0.1006443E+01  -0.9418475E-03
 0.4600000E+01   0.1007141E+01  -0.5804838E-01   0.1007140E+01  -0.1020370E-02
 0.4800000E+01   0.1007859E+01  -0.6371378E-01   0.1007859E+01  -0.1120755E-02
 0.5000000E+01   0.1008607E+01  -0.7022825E-01   0.1008606E+01  -0.1236263E-02
 0.5200000E+01   0.1009389E+01  -0.7752289E-01   0.1009388E+01  -0.1365732E-02
 0.5400000E+01   0.1010210E+01  -0.8566433E-01   0.1010209E+01  -0.1510389E-02
 0.5600000E+01   0.1011075E+01  -0.9483884E-01   0.1011074E+01  -0.1673581E-02
 0.5800000E+01   0.1011991E+01  -0.1054220E+00   0.1011990E+01  -0.1862024E-02
 0.6000000E+01   0.1012966E+01  -0.1181850E+00   0.1012964E+01  -0.2089462E-02
 0.6200000E+01   0.1014009E+01  -0.1348427E+00   0.1014006E+01  -0.2386415E-02
 0.6400000E+01   0.1015106E+01  -0.1593570E+00   0.1015102E+01  -0.2823314E-02
 0.6600000E+01   0.1016117E+01  -0.1974750E+00   0.1016111E+01  -0.3502129E-02
 0.6800000E+01   0.1016779E+01  -0.2395887E+00   0.1016770E+01  -0.4251764E-02
 0.7000000E+01   0.1017050E+01  -0.2702304E+00   0.1017039E+01  -0.4796808E-02
 0.7200000E+01   0.1017312E+01  -0.2555652E+00   0.1017302E+01  -0.4537656E-02
 0.7400000E+01   0.1018327E+01  -0.2315071E+00   0.1018319E+01  -0.4114603E-02
 0.7600000E+01   0.1019648E+01  -0.2249030E+00   0.1019640E+01  -0.4002409E-02
 0.7800000E+01   0.1021019E+01  -0.2296160E+00   0.1021011E+01  -0.4091779E-02
 0.8000000E+01   0.1022402E+01  -0.2401002E+00   0.1022393E+01  -0.4284403E-02
 0.8200000E+01   0.1023800E+01  -0.2538563E+00   0.1023790E+01  -0.4536064E-02
 0.8400000E+01   0.1025222E+01  -0.2696792E+00   0.1025210E+01  -0.4825486E-02
 0.8600000E+01   0.1026671E+01  -0.2865613E+00   0.1026658E+01  -0.5134811E-02
 0.8800000E+01   0.1028155E+01  -0.3020817E+00   0.1028141E+01  -0.5420738E-02
 0.9000000E+01   0.1029784E+01  -0.3095349E+00   0.1029769E+01  -0.5563280E-02
 0.9200000E+01   0.1032053E+01  -0.3143381E+00   0.1032037E+01  -0.5662056E-02
 0.9400000E+01   0.1035167E+01  -0.3791968E+00   0.1035144E+01  -0.6850924E-02
 0.9600000E+01   0.1037470E+01  -0.5534538E+00   0.1037422E+01  -0.1002138E-01
 0.9800000E+01   0.1037059E+01  -0.7688170E+00   0.1036965E+01  -0.1391524E-01
 0.1000000E+02   0.1033353E+01  -0.8602833E+00   0.1033236E+01  -0.1551498E-01
 0.1020000E+02   0.1029870E+01  -0.6553987E+00   0.1029802E+01  -0.1178028E-01
 0.1040000E+02   0.1031661E+01  -0.3047233E+00   0.1031646E+01  -0.5486784E-02
 0.1060000E+02   0.1037969E+01  -0.1234200E+00   0.1037967E+01  -0.2235873E-02
 0.1080000E+02   0.1044059E+01  -0.1682553E+00   0.1044054E+01  -0.3065989E-02
 0.1100000E+02   0.1048069E+01  -0.2867159E+00   0.1048056E+01  -0.5244658E-02
 0.1120000E+02   0.1050826E+01  -0.3866253E+00   0.1050802E+01  -0.7090796E-02
 0.1140000E+02   0.1053299E+01  -0.4585229E+00   0.1053266E+01  -0.8429184E-02
 0.1160000E+02   0.1055840E+01  -0.5184441E+00   0.1055797E+01  -0.9553699E-02
 0.1180000E+02   0.1058483E+01  -0.5754349E+00   0.1058430E+01  -0.1063042E-01
 0.1200000E+02   0.1061231E+01  -0.6326595E+00   0.1061167E+01  -0.1171787E-01
 0.1220000E+02   0.1064096E+01  -0.6918371E+00   0.1064018E+01  -0.1284847E-01
 0.1240000E+02   0.1067092E+01  -0.7545886E+00   0.1067000E+01  -0.1405326E-01
 0.1260000E+02   0.1070238E+01  -0.8228005E+00   0.1070127E+01  -0.1536870E-01
 0.1280000E+02   0.1073545E+01  -0.8988933E+00   0.1073413E+01  -0.1684178E-01
 0.1300000E+02   0.1077023E+01  -0.9861926E+00   0.1076863E+01  -0.1853713E-01
