  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1000002E+01  -0.9763897E-05   0.1000002E+01  -0.1704125E-06
 0.2099800E+00   0.1000002E+01  -0.9763897E-05   0.1000002E+01  -0.1704125E-06
 0.4000000E+00   0.1000007E+01  -0.3651973E-04   0.1000007E+01  -0.6373938E-06
 0.6000000E+00   0.1000015E+01  -0.8348594E-04   0.1000015E+01  -0.1457127E-05
 0.8000000E+00   0.1000027E+01  -0.1521567E-03   0.1000027E+01  -0.2655708E-05
 0.1000000E+01   0.1000043E+01  -0.2455259E-03   0.1000043E+01  -0.4285422E-05
 0.1200000E+01   0.1000063E+01  -0.3684228E-03   0.1000063E+01  -0.6430597E-05
 0.1400000E+01   0.1000087E+01  -0.5293911E-03   0.1000087E+01  -0.9240426E-05
 0.1600000E+01   0.1000117E+01  -0.7454958E-03   0.1000117E+01  -0.1301288E-04
 0.1800000E+01   0.1000154E+01  -0.1056749E-02   0.1000154E+01  -0.1844658E-04
 0.2000000E+01   0.1000200E+01  -0.1581038E-02   0.1000200E+01  -0.2759985E-04
 0.2200000E+01   0.1000266E+01  -0.2823012E-02   0.1000266E+01  -0.4928397E-04
 0.2400000E+01   0.1000347E+01  -0.8142228E-02   0.1000347E+01  -0.1421581E-03
 0.2600000E+01   0.1000285E+01  -0.1980958E-01   0.1000285E+01  -0.3458410E-03
 0.2800000E+01   0.1000138E+01  -0.8654620E-02   0.1000138E+01  -0.1510724E-03
 0.3000000E+01   0.1000235E+01  -0.4636154E-02   0.1000235E+01  -0.8093520E-04
 0.3200000E+01   0.1000327E+01  -0.4207137E-02   0.1000327E+01  -0.7345239E-04
 0.3400000E+01   0.1000415E+01  -0.5105695E-02   0.1000415E+01  -0.8914820E-04
 0.3600000E+01   0.1000504E+01  -0.8341874E-02   0.1000504E+01  -0.1456666E-03
 0.3800000E+01   0.1000516E+01  -0.1454658E-01   0.1000516E+01  -0.2540168E-03
 0.4000000E+01   0.1000442E+01  -0.1156316E-01   0.1000442E+01  -0.2019044E-03
 0.4200000E+01   0.1000525E+01  -0.7655647E-02   0.1000525E+01  -0.1336864E-03
