  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1000315E+01  -0.1759617E-02   0.1000315E+01  -0.3072079E-04
 0.2099800E+00   0.1000315E+01  -0.1759617E-02   0.1000315E+01  -0.3072079E-04
 0.4000000E+00   0.1001158E+01  -0.6471507E-02   0.1001158E+01  -0.1130799E-03
 0.6000000E+00   0.1002591E+01  -0.1448999E-01   0.1002591E+01  -0.2535533E-03
 0.8000000E+00   0.1004601E+01  -0.2573845E-01   0.1004601E+01  -0.4512874E-03
 0.1000000E+01   0.1007190E+01  -0.4020947E-01   0.1007190E+01  -0.7068335E-03
 0.1200000E+01   0.1010360E+01  -0.5784761E-01   0.1010360E+01  -0.1020091E-02
 0.1400000E+01   0.1014110E+01  -0.7848033E-01   0.1014109E+01  -0.1389066E-02
 0.1600000E+01   0.1018426E+01  -0.1016401E+00   0.1018424E+01  -0.1806641E-02
 0.1800000E+01   0.1023273E+01  -0.1260338E+00   0.1023270E+01  -0.2250895E-02
 0.2000000E+01   0.1028551E+01  -0.1475722E+00   0.1028547E+01  -0.2649155E-02
 0.2200000E+01   0.1033985E+01  -0.1490218E+00   0.1033981E+01  -0.2689309E-02
 0.2400000E+01   0.1039528E+01  -0.2254629E-01   0.1039527E+01  -0.4090613E-03
 0.2600000E+01   0.1051115E+01   0.3180342E+00   0.1051099E+01   0.5834440E-02
 0.2800000E+01   0.1068535E+01  -0.6888214E-01   0.1068534E+01  -0.1284614E-02
 0.3000000E+01   0.1076856E+01  -0.3191793E+00   0.1076839E+01  -0.5998842E-02
 0.3200000E+01   0.1086417E+01  -0.4350215E+00   0.1086386E+01  -0.8248608E-02
 0.3400000E+01   0.1097539E+01  -0.5254113E+00   0.1097493E+01  -0.1006447E-01
 0.3600000E+01   0.1110010E+01  -0.6183133E+00   0.1109945E+01  -0.1197855E-01
 0.3800000E+01   0.1123549E+01  -0.7325547E+00   0.1123457E+01  -0.1436473E-01
 0.4000000E+01   0.1137578E+01  -0.8247280E+00   0.1137460E+01  -0.1637398E-01
 0.4200000E+01   0.1153679E+01  -0.9015690E+00   0.1153536E+01  -0.1815279E-01
 0.4400000E+01   0.1171368E+01  -0.1001562E+01   0.1171189E+01  -0.2047513E-01
 0.4600000E+01   0.1190544E+01  -0.1116460E+01   0.1190318E+01  -0.2319734E-01
 0.4800000E+01   0.1211333E+01  -0.1243421E+01   0.1211047E+01  -0.2628602E-01
 0.5000000E+01   0.1233890E+01  -0.1382369E+01   0.1233531E+01  -0.2976703E-01
 0.5200000E+01   0.1258387E+01  -0.1533952E+01   0.1257936E+01  -0.3368616E-01
 0.5400000E+01   0.1285017E+01  -0.1698974E+01   0.1284452E+01  -0.3809861E-01
 0.5600000E+01   0.1313993E+01  -0.1878067E+01   0.1313287E+01  -0.4306293E-01
 0.5800000E+01   0.1345555E+01  -0.2071179E+01   0.1344676E+01  -0.4862973E-01
 0.6000000E+01   0.1379973E+01  -0.2276401E+01   0.1378884E+01  -0.5481287E-01
 0.6200000E+01   0.1417573E+01  -0.2487003E+01   0.1416238E+01  -0.6151242E-01
 0.6400000E+01   0.1458907E+01  -0.2684646E+01   0.1457306E+01  -0.6833341E-01
 0.6600000E+01   0.1505616E+01  -0.2839153E+01   0.1503768E+01  -0.7457663E-01
 0.6800000E+01   0.1561196E+01  -0.3003981E+01   0.1559051E+01  -0.8181501E-01
 0.7000000E+01   0.1626178E+01  -0.3295836E+01   0.1623488E+01  -0.9349136E-01
 0.7200000E+01   0.1700952E+01  -0.3827479E+01   0.1697158E+01  -0.1135427E+00
 0.7400000E+01   0.1779439E+01  -0.4577308E+01   0.1773764E+01  -0.1420066E+00
 0.7600000E+01   0.1864011E+01  -0.5341138E+01   0.1855917E+01  -0.1735124E+00
 0.7800000E+01   0.1959991E+01  -0.6132081E+01   0.1948776E+01  -0.2093678E+00
 0.8000000E+01   0.2071093E+01  -0.7009693E+01   0.2055613E+01  -0.2527506E+00
 0.8200000E+01   0.2201072E+01  -0.8027932E+01   0.2179501E+01  -0.3073925E+00
 0.8400000E+01   0.2354715E+01  -0.9245121E+01   0.2324127E+01  -0.3783050E+00
 0.8600000E+01   0.2538444E+01  -0.1073827E+02   0.2493992E+01  -0.4729705E+00
 0.8800000E+01   0.2760785E+01  -0.1262121E+02   0.2694073E+01  -0.6032439E+00
 0.9000000E+01   0.3031958E+01  -0.1506869E+02   0.2927704E+01  -0.7882390E+00
 0.9200000E+01   0.3360429E+01  -0.1829556E+02   0.3190559E+01  -0.1054902E+01
 0.9400000E+01   0.3754925E+01  -0.2240475E+02   0.3471482E+01  -0.1431178E+01
 0.9600000E+01   0.4248070E+01  -0.2760502E+02   0.3764482E+01  -0.1968444E+01
 0.9800000E+01   0.4868928E+01  -0.3477973E+02   0.3999099E+01  -0.2777349E+01
 0.1000000E+02   0.5566106E+01  -0.4475708E+02   0.3952483E+01  -0.3919108E+01
 0.1020000E+02   0.6228895E+01  -0.5764702E+02   0.3333292E+01  -0.5261967E+01
 0.1040000E+02   0.6691732E+01  -0.7373627E+02   0.1874080E+01  -0.6423947E+01
 0.1060000E+02   0.6602921E+01  -0.9232319E+02  -0.2676575E+00  -0.6597493E+01
 0.1080000E+02   0.5862404E+01  -0.1098599E+03  -0.1991581E+01  -0.5513745E+01
 0.1100000E+02   0.4869447E+01  -0.1235149E+03  -0.2688681E+01  -0.4059865E+01
 0.1120000E+02   0.3964693E+01  -0.1331499E+03  -0.2711493E+01  -0.2892507E+01
 0.1140000E+02   0.3243731E+01  -0.1397700E+03  -0.2476454E+01  -0.2094986E+01
 0.1160000E+02   0.2688588E+01  -0.1443569E+03  -0.2184916E+01  -0.1566732E+01
 0.1180000E+02   0.2258940E+01  -0.1475821E+03  -0.1906908E+01  -0.1210996E+01
 0.1200000E+02   0.1920470E+01  -0.1498554E+03  -0.1660747E+01  -0.9644299E+00
 0.1220000E+02   0.1648408E+01  -0.1514210E+03  -0.1447563E+01  -0.7885488E+00
 0.1240000E+02   0.1425467E+01  -0.1524208E+03  -0.1263494E+01  -0.6599538E+00
 0.1260000E+02   0.1239572E+01  -0.1529279E+03  -0.1103758E+01  -0.5641438E+00
 0.1280000E+02   0.1082219E+01  -0.1529617E+03  -0.9639351E+00  -0.4919622E+00
 0.1300000E+02   0.9474158E+00  -0.1524917E+03  -0.8403046E+00  -0.4375900E+00
 0.1320000E+02   0.8310758E+00  -0.1514323E+03  -0.7298945E+00  -0.3974179E+00
 0.1340000E+02   0.7307729E+00  -0.1496339E+03  -0.6305202E+00  -0.3694231E+00
 0.1360000E+02   0.6458434E+00  -0.1468892E+03  -0.5409686E+00  -0.3527983E+00
