  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1002835E+01  -0.1311120E-01   0.1002835E+01  -0.2294824E-03
 0.2099800E+00   0.1002835E+01  -0.1311120E-01   0.1002835E+01  -0.2294824E-03
 0.4000000E+00   0.1010529E+01  -0.4887183E-01   0.1010528E+01  -0.8619548E-03
 0.6000000E+00   0.1023982E+01  -0.1119776E+00   0.1023980E+01  -0.2001246E-02
 0.8000000E+00   0.1043697E+01  -0.2057391E+00   0.1043690E+01  -0.3747725E-02
 0.1000000E+01   0.1070689E+01  -0.3364947E+00   0.1070670E+01  -0.6288053E-02
 0.1200000E+01   0.1106489E+01  -0.5140041E+00   0.1106444E+01  -0.9926249E-02
 0.1400000E+01   0.1153404E+01  -0.7532722E+00   0.1153304E+01  -0.1516345E-01
 0.1600000E+01   0.1214960E+01  -0.1077817E+01   0.1214745E+01  -0.2285383E-01
 0.1800000E+01   0.1296735E+01  -0.1525817E+01   0.1296276E+01  -0.3452866E-01
 0.2000000E+01   0.1407995E+01  -0.2162444E+01   0.1406992E+01  -0.5312761E-01
 0.2200000E+01   0.1565205E+01  -0.3106932E+01   0.1562904E+01  -0.8483351E-01
 0.2400000E+01   0.1800487E+01  -0.4599293E+01   0.1794689E+01  -0.1443750E+00
 0.2600000E+01   0.2185286E+01  -0.7194152E+01   0.2168082E+01  -0.2736676E+00
 0.2800000E+01   0.2912010E+01  -0.1247779E+02   0.2843228E+01  -0.6291722E+00
 0.3000000E+01   0.4646535E+01  -0.2692500E+02   0.4142851E+01  -0.2104062E+01
 0.3200000E+01   0.7493792E+01  -0.8331777E+02   0.8719978E+00  -0.7442885E+01
 0.3400000E+01   0.3726186E+01  -0.1353107E+03  -0.2649060E+01  -0.2620485E+01
 0.3600000E+01   0.1903005E+01  -0.1522722E+03  -0.1684479E+01  -0.8854149E+00
 0.3800000E+01   0.1094255E+01  -0.1571707E+03  -0.1008537E+01  -0.4245567E+00
 0.4000000E+01   0.6761168E+00  -0.1578503E+03  -0.6262207E+00  -0.2549147E+00
 0.4200000E+01   0.4223834E+00  -0.1556609E+03  -0.3848428E+00  -0.1740795E+00
 0.4400000E+01   0.2535413E+00  -0.1493165E+03  -0.2180452E+00  -0.1293811E+00
 0.4600000E+01   0.1393801E+00  -0.1328014E+03  -0.9470313E-01  -0.1022651E+00
 0.4800000E+01   0.8483852E-01  -0.8899671E+02   0.1485508E-02  -0.8482551E-01
 0.5000000E+01   0.1083547E+00  -0.4252087E+02   0.7986083E-01  -0.7323249E-01
 0.5200000E+01   0.1601619E+00  -0.2412208E+02   0.1461761E+00  -0.6545532E-01
 0.5400000E+01   0.2129292E+00  -0.1646428E+02   0.2041984E+00  -0.6034788E-01
 0.5600000E+01   0.2628420E+00  -0.1257805E+02   0.2565338E+00  -0.5723892E-01
 0.5800000E+01   0.3101318E+00  -0.1035274E+02   0.3050828E+00  -0.5573311E-01
 0.6000000E+01   0.3556826E+00  -0.8994816E+01   0.3513086E+00  -0.5560923E-01
 0.6200000E+01   0.4004488E+00  -0.8149599E+01   0.3964048E+00  -0.5676690E-01
 0.6400000E+01   0.4453603E+00  -0.7638756E+01   0.4414081E+00  -0.5920034E-01
 0.6600000E+01   0.4913347E+00  -0.7365559E+01   0.4872804E+00  -0.6298885E-01
 0.6800000E+01   0.5393174E+00  -0.7275584E+01   0.5349751E+00  -0.6830018E-01
 0.7000000E+01   0.5903344E+00  -0.7338701E+01   0.5854986E+00  -0.7540611E-01
 0.7200000E+01   0.6455569E+00  -0.7540344E+01   0.6399746E+00  -0.8471274E-01
 0.7400000E+01   0.7063843E+00  -0.7877331E+01   0.6997187E+00  -0.9681184E-01
 0.7600000E+01   0.7745573E+00  -0.8356262E+01   0.7663343E+00  -0.1125647E+00
 0.7800000E+01   0.8523202E+00  -0.8993736E+01   0.8418413E+00  -0.1332402E+00
 0.8000000E+01   0.9426628E+00  -0.9818319E+01   0.9288560E+00  -0.1607471E+00
 0.8200000E+01   0.1049696E+01  -0.1087473E+02   0.1030846E+01  -0.1980381E+00
 0.8400000E+01   0.1179256E+01  -0.1223151E+02   0.1152486E+01  -0.2498397E+00
 0.8600000E+01   0.1339904E+01  -0.1399479E+02   0.1300133E+01  -0.3240340E+00
 0.8800000E+01   0.1544641E+01  -0.1633375E+02   0.1482299E+01  -0.4344025E+00
 0.9000000E+01   0.1813856E+01  -0.1952950E+02   0.1709504E+01  -0.6063577E+00
 0.9200000E+01   0.2180228E+01  -0.2407359E+02   0.1990597E+01  -0.8893363E+00
 0.9400000E+01   0.2694825E+01  -0.3087127E+02   0.2313029E+01  -0.1382744E+01
 0.9600000E+01   0.3420145E+01  -0.4162493E+02   0.2556589E+01  -0.2271837E+01
 0.9800000E+01   0.4321867E+01  -0.5910875E+02   0.2218891E+01  -0.3708781E+01
 0.1000000E+02   0.4893851E+01  -0.8458695E+02   0.4616616E+00  -0.4872027E+01
 0.1020000E+02   0.4481968E+01  -0.1109602E+03  -0.1603289E+01  -0.4185392E+01
 0.1040000E+02   0.3595384E+01  -0.1301185E+03  -0.2316762E+01  -0.2749436E+01
 0.1060000E+02   0.2824674E+01  -0.1421857E+03  -0.2231500E+01  -0.1731818E+01
 0.1080000E+02   0.2268483E+01  -0.1497832E+03  -0.1960258E+01  -0.1141667E+01
 0.1100000E+02   0.1874397E+01  -0.1548150E+03  -0.1696213E+01  -0.7976363E+00
 0.1120000E+02   0.1587950E+01  -0.1583362E+03  -0.1475786E+01  -0.5862074E+00
 0.1140000E+02   0.1372848E+01  -0.1609180E+03  -0.1297412E+01  -0.4488125E+00
 0.1160000E+02   0.1206377E+01  -0.1628836E+03  -0.1152945E+01  -0.3550544E+00
 0.1180000E+02   0.1074158E+01  -0.1644258E+03  -0.1034719E+01  -0.2883966E+00
 0.1200000E+02   0.9668202E+00  -0.1656660E+03  -0.9367221E+00  -0.2393596E+00
 0.1220000E+02   0.8780566E+00  -0.1666837E+03  -0.8544487E+00  -0.2022392E+00
 0.1240000E+02   0.8034939E+00  -0.1675332E+03  -0.7845486E+00  -0.1734530E+00
 0.1260000E+02   0.7400155E+00  -0.1682526E+03  -0.7245155E+00  -0.1506658E+00
 0.1280000E+02   0.6853458E+00  -0.1688693E+03  -0.6724539E+00  -0.1323050E+00
 0.1300000E+02   0.6377874E+00  -0.1694037E+03  -0.6269113E+00  -0.1172816E+00
 0.1320000E+02   0.5960500E+00  -0.1698712E+03  -0.5867605E+00  -0.1048224E+00
 0.1340000E+02   0.5591363E+00  -0.1702836E+03  -0.5511155E+00  -0.9436637E-01
 0.1360000E+02   0.5262632E+00  -0.1706501E+03  -0.5192716E+00  -0.8549857E-01
 0.1380000E+02   0.4968082E+00  -0.1709780E+03  -0.4906618E+00  -0.7790666E-01
