Time in UTC+01:00;X in mm/s;Y in mm/s;Z in mm/s
29.11.2023 12:38:36.34900;-0,001362207;-0,000693053;-0,012737827
29.11.2023 12:38:36.35000;-0,000501866;-0,00131441;-0,014386814
29.11.2023 12:38:36.35100;0,000119492;-0,001959666;-0,015796818
29.11.2023 12:38:36.35200;0,000740849;-0,002389836;-0,016848346
29.11.2023 12:38:36.35300;0,001218816;-0,002270344;-0,018043263
29.11.2023 12:38:36.35400;0,000908138;-0,001816276;-0,01766089
29.11.2023 12:38:36.35500;0,000191187;-0,001672885;-0,016681056
29.11.2023 12:38:36.35600;-4,78E-05;-0,000788646;-0,016704954
29.11.2023 12:38:36.35700;-7,17E-05;-2,39E-05;-0,017206822
29.11.2023 12:38:36.35800;0,000454069;-0,00028678;-0,017135127
29.11.2023 12:38:36.35900;0,001505597;-0,000477967;-0,017182924
29.11.2023 12:38:36.36000;0,002676616;-0,001123223;-0,017852077
29.11.2023 12:38:36.36100;0,00379984;-0,00174458;-0,018138858
29.11.2023 12:38:36.36200;0,004062722;-0,001887971;-0,018138858
29.11.2023 12:38:36.36300;0,003178482;-0,001625089;-0,01766089
29.11.2023 12:38:36.36400;0,001768479;-0,000908138;-0,016011903
29.11.2023 12:38:36.36500;0,001123223;-0,00028678;-0,013908847
29.11.2023 12:38:36.36600;0,000716951;0,000525764;-0,012451047
29.11.2023 12:38:36.36700;7,17E-05;0,000764748;-0,010730365
29.11.2023 12:38:36.36800;0,000501866;-4,78E-05;-0,008985784
29.11.2023 12:38:36.36900;0,000955935;-0,000573561;-0,008627309
29.11.2023 12:38:36.37000;0,000884239;-0,001887971;-0,008627309
29.11.2023 12:38:36.37100;0,001123223;-0,002294243;-0,007647476
29.11.2023 12:38:36.37200;0,000693053;-0,001242715;-0,006834932
29.11.2023 12:38:36.37300;-0,000167289;-0,002604922;-0,006094082
29.11.2023 12:38:36.37400;-0,000740849;-0,002652718;-0,004182213
29.11.2023 12:38:36.37500;-0,001625089;-0,001099325;-0,002246446
29.11.2023 12:38:36.37600;-0,002246446;-0,001051528;-0,000549662
29.11.2023 12:38:36.37700;-0,002437633;-0,00117102;0,001792377
29.11.2023 12:38:36.37800;-0,002198649;-0,002126954;0,004397299
29.11.2023 12:38:36.37900;-0,001553394;-0,002652718;0,006500355
29.11.2023 12:38:36.38000;-0,0014578;-0,002796108;0,008579512
29.11.2023 12:38:36.38100;-0,00160119;-0,002939499;0,010849856
29.11.2023 12:38:36.38200;-0,002581023;-0,002509328;0,012068673
29.11.2023 12:38:36.38300;-0,00394323;-0,002533227;0,012164266
