  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1002835E+01  -0.1320751E-01   0.1002835E+01  -0.2311681E-03
 0.2099800E+00   0.1002835E+01  -0.1320751E-01   0.1002835E+01  -0.2311681E-03
 0.4000000E+00   0.1010527E+01  -0.4923072E-01   0.1010527E+01  -0.8682837E-03
 0.6000000E+00   0.1023979E+01  -0.1127996E+00   0.1023977E+01  -0.2015931E-02
 0.8000000E+00   0.1043692E+01  -0.2072484E+00   0.1043686E+01  -0.3775201E-02
 0.1000000E+01   0.1070681E+01  -0.3389612E+00   0.1070662E+01  -0.6334097E-02
 0.1200000E+01   0.1106476E+01  -0.5177677E+00   0.1106431E+01  -0.9998810E-02
 0.1400000E+01   0.1153383E+01  -0.7587797E+00   0.1153282E+01  -0.1527404E-01
 0.1600000E+01   0.1214927E+01  -0.1085682E+01   0.1214709E+01  -0.2301995E-01
 0.1800000E+01   0.1296683E+01  -0.1536920E+01   0.1296216E+01  -0.3477845E-01
 0.2000000E+01   0.1407907E+01  -0.2178118E+01   0.1406890E+01  -0.5350915E-01
 0.2200000E+01   0.1565050E+01  -0.3129311E+01   0.1562716E+01  -0.8543551E-01
 0.2400000E+01   0.1800187E+01  -0.4632076E+01   0.1794307E+01  -0.1453776E+00
 0.2600000E+01   0.2184606E+01  -0.7244391E+01   0.2167167E+01  -0.2754829E+00
 0.2800000E+01   0.2909980E+01  -0.1256056E+02   0.2840335E+01  -0.6328376E+00
 0.3000000E+01   0.4636199E+01  -0.2706860E+02   0.4128360E+01  -0.2109735E+01
 0.3200000E+01   0.7441041E+01  -0.8323876E+02   0.8760497E+00  -0.7389292E+01
 0.3400000E+01   0.3718951E+01  -0.1350941E+03  -0.2634011E+01  -0.2625372E+01
 0.3600000E+01   0.1901984E+01  -0.1520798E+03  -0.1680595E+01  -0.8905861E+00
 0.3800000E+01   0.1094266E+01  -0.1570062E+03  -0.1007323E+01  -0.4274542E+00
 0.4000000E+01   0.6763219E+00  -0.1576913E+03  -0.6257008E+00  -0.2567291E+00
 0.4200000E+01   0.4226635E+00  -0.1554904E+03  -0.3845780E+00  -0.1753402E+00
 0.4400000E+01   0.2538972E+00  -0.1491159E+03  -0.2178965E+00  -0.1303260E+00
 0.4600000E+01   0.1398724E+00  -0.1325663E+03  -0.9461576E-01  -0.1030152E+00
 0.4800000E+01   0.8546296E-01  -0.8896979E+02   0.1536593E-02  -0.8544914E-01
 0.5000000E+01   0.1087398E+00  -0.4272039E+02   0.7988819E-01  -0.7377135E-01
 0.5200000E+01   0.1603687E+00  -0.2427760E+02   0.1461863E+00  -0.6593688E-01
 0.5400000E+01   0.2130523E+00  -0.1657893E+02   0.2041952E+00  -0.6079147E-01
 0.5600000E+01   0.2629191E+00  -0.1266811E+02   0.2565188E+00  -0.5765901E-01
 0.5800000E+01   0.3101796E+00  -0.1042778E+02   0.3050567E+00  -0.5614128E-01
 0.6000000E+01   0.3557091E+00  -0.9060384E+01   0.3512709E+00  -0.5601541E-01
 0.6200000E+01   0.4004579E+00  -0.8209153E+01   0.3963546E+00  -0.5718020E-01
 0.6400000E+01   0.4453536E+00  -0.7694612E+01   0.4413435E+00  -0.5962973E-01
 0.6600000E+01   0.4913122E+00  -0.7419389E+01   0.4871987E+00  -0.6344371E-01
 0.6800000E+01   0.5392778E+00  -0.7328683E+01   0.5348723E+00  -0.6879090E-01
