  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1000048E+01  -0.2558650E-03   0.1000048E+01  -0.4465903E-05
 0.2099800E+00   0.1000048E+01  -0.2558650E-03   0.1000048E+01  -0.4465903E-05
 0.4000000E+00   0.1000178E+01  -0.9494143E-03   0.1000178E+01  -0.1657336E-04
 0.6000000E+00   0.1000401E+01  -0.2158336E-02   0.1000401E+01  -0.3768515E-04
 0.8000000E+00   0.1000718E+01  -0.3926136E-02   0.1000718E+01  -0.6857320E-04
 0.1000000E+01   0.1001138E+01  -0.6360133E-02   0.1001138E+01  -0.1111316E-03
 0.1200000E+01   0.1001674E+01  -0.9671251E-02   0.1001674E+01  -0.1690777E-03
 0.1400000E+01   0.1002350E+01  -0.1430088E-01   0.1002350E+01  -0.2501840E-03
 0.1600000E+01   0.1003214E+01  -0.2126618E-01   0.1003214E+01  -0.3723577E-03
 0.1800000E+01   0.1004364E+01  -0.3328148E-01   0.1004364E+01  -0.5834062E-03
 0.2000000E+01   0.1006038E+01  -0.5952820E-01   0.1006038E+01  -0.1045237E-02
 0.2200000E+01   0.1008875E+01  -0.1475174E+00   0.1008872E+01  -0.2597511E-02
 0.2400000E+01   0.1010557E+01  -0.5420606E+00   0.1010512E+01  -0.9560479E-02
 0.2600000E+01   0.9977983E+00  -0.8313618E+00   0.9976933E+00  -0.1447755E-01
 0.2800000E+01   0.9976278E+00  -0.2541385E+00   0.9976180E+00  -0.4425017E-02
 0.3000000E+01   0.1000698E+01  -0.1165775E+00   0.1000696E+01  -0.2036080E-02
 0.3200000E+01   0.1002879E+01  -0.8796757E-01   0.1002878E+01  -0.1539743E-02
 0.3400000E+01   0.1004662E+01  -0.9964264E-01   0.1004660E+01  -0.1747199E-02
 0.3600000E+01   0.1005699E+01  -0.1686610E+00   0.1005694E+01  -0.2960459E-02
 0.3800000E+01   0.1004473E+01  -0.2108716E+00   0.1004466E+01  -0.3696858E-02
 0.4000000E+01   0.1004450E+01  -0.1089786E+00   0.1004449E+01  -0.1910499E-02
 0.4200000E+01   0.1005457E+01  -0.6344066E-01   0.1005456E+01  -0.1113290E-02
 0.4400000E+01   0.1006268E+01  -0.4407814E-01   0.1006267E+01  -0.7741302E-03
 0.4600000E+01   0.1006840E+01  -0.3128017E-01   0.1006840E+01  -0.5496761E-03
 0.4800000E+01   0.1007207E+01  -0.1966596E-01   0.1007207E+01  -0.3457093E-03
 0.5000000E+01   0.1007379E+01  -0.7599682E-02   0.1007379E+01  -0.1336182E-03
 0.5200000E+01   0.1007356E+01   0.5186616E-02   0.1007356E+01   0.9118940E-04
 0.5400000E+01   0.1007138E+01   0.1778546E-01   0.1007137E+01   0.3126304E-03
 0.5600000E+01   0.1006733E+01   0.2726755E-01   0.1006733E+01   0.4791129E-03
 0.5800000E+01   0.1006170E+01   0.2615781E-01   0.1006170E+01   0.4593568E-03
 0.6000000E+01   0.1005479E+01  -0.4439335E-02   0.1005479E+01  -0.7790556E-04
 0.6200000E+01   0.1004490E+01  -0.1127272E+00   0.1004488E+01  -0.1976292E-02
