  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1000002E+01  -0.1195652E-04   0.1000002E+01  -0.2086810E-06
 0.2099800E+00   0.1000002E+01  -0.1195652E-04   0.1000002E+01  -0.2086810E-06
 0.4000000E+00   0.1000007E+01  -0.4460501E-04   0.1000007E+01  -0.7785096E-06
 0.6000000E+00   0.1000015E+01  -0.1017037E-03   0.1000015E+01  -0.1775091E-05
 0.8000000E+00   0.1000027E+01  -0.1848700E-03   0.1000027E+01  -0.3226677E-05
 0.1000000E+01   0.1000043E+01  -0.2975031E-03   0.1000043E+01  -0.5192632E-05
 0.1200000E+01   0.1000063E+01  -0.4451276E-03   0.1000063E+01  -0.7769430E-05
 0.1400000E+01   0.1000087E+01  -0.6375112E-03   0.1000087E+01  -0.1112763E-04
 0.1600000E+01   0.1000116E+01  -0.8939716E-03   0.1000116E+01  -0.1560456E-04
 0.1800000E+01   0.1000152E+01  -0.1258803E-02   0.1000152E+01  -0.2197360E-04
 0.2000000E+01   0.1000197E+01  -0.1856807E-02   0.1000197E+01  -0.3241378E-04
 0.2200000E+01   0.1000258E+01  -0.3168617E-02   0.1000258E+01  -0.5531707E-04
 0.2400000E+01   0.1000330E+01  -0.7640846E-02   0.1000330E+01  -0.1334019E-03
 0.2600000E+01   0.1000297E+01  -0.1643106E-01   0.1000297E+01  -0.2868614E-03
 0.2800000E+01   0.1000152E+01  -0.1028335E-01   0.1000152E+01  -0.1795057E-03
 0.3000000E+01   0.1000232E+01  -0.5762159E-02   0.1000232E+01  -0.1005919E-03
 0.3200000E+01   0.1000319E+01  -0.5060895E-02   0.1000319E+01  -0.8835746E-04
 0.3400000E+01   0.1000403E+01  -0.5854485E-02   0.1000403E+01  -0.1022213E-03
 0.3600000E+01   0.1000485E+01  -0.8512332E-02   0.1000485E+01  -0.1486403E-03
 0.3800000E+01   0.1000514E+01  -0.1329481E-01   0.1000514E+01  -0.2321574E-03
 0.4000000E+01   0.1000466E+01  -0.1288254E-01   0.1000466E+01  -0.2249476E-03
 0.4200000E+01   0.1000523E+01  -0.9293745E-02   0.1000523E+01  -0.1622914E-03
 0.4400000E+01   0.1000615E+01  -0.8192811E-02   0.1000615E+01  -0.1430795E-03
 0.4600000E+01   0.1000708E+01  -0.8258873E-02   0.1000708E+01  -0.1442466E-03
 0.4800000E+01   0.1000801E+01  -0.8798891E-02   0.1000801E+01  -0.1536926E-03
 0.5000000E+01   0.1000897E+01  -0.9604427E-02   0.1000897E+01  -0.1677793E-03
 0.5200000E+01   0.1000998E+01  -0.1061837E-01   0.1000998E+01  -0.1855104E-03
 0.5400000E+01   0.1001104E+01  -0.1184258E-01   0.1001104E+01  -0.2069201E-03
 0.5600000E+01   0.1001217E+01  -0.1331828E-01   0.1001217E+01  -0.2327308E-03
 0.5800000E+01   0.1001339E+01  -0.1513520E-01   0.1001339E+01  -0.2645129E-03
 0.6000000E+01   0.1001472E+01  -0.1746909E-01   0.1001472E+01  -0.3053420E-03
 0.6200000E+01   0.1001616E+01  -0.2067033E-01   0.1001616E+01  -0.3613482E-03
 0.6400000E+01   0.1001767E+01  -0.2541046E-01   0.1001766E+01  -0.4442796E-03
 0.6600000E+01   0.1001901E+01  -0.3241318E-01   0.1001901E+01  -0.5667923E-03
 0.6800000E+01   0.1001982E+01  -0.4012358E-01   0.1001982E+01  -0.7016764E-03
 0.7000000E+01   0.1002020E+01  -0.4640421E-01   0.1002019E+01  -0.8115418E-03
 0.7200000E+01   0.1002013E+01  -0.4809335E-01   0.1002012E+01  -0.8410767E-03
 0.7400000E+01   0.1002093E+01  -0.4414306E-01   0.1002093E+01  -0.7720541E-03
 0.7600000E+01   0.1002276E+01  -0.4151237E-01   0.1002276E+01  -0.7261765E-03
 0.7800000E+01   0.1002502E+01  -0.4168203E-01   0.1002501E+01  -0.7293085E-03
 0.8000000E+01   0.1002747E+01  -0.4381790E-01   0.1002746E+01  -0.7668672E-03
 0.8200000E+01   0.1003009E+01  -0.4724630E-01   0.1003008E+01  -0.8270846E-03
 0.8400000E+01   0.1003293E+01  -0.5154205E-01   0.1003293E+01  -0.9025406E-03
 0.8600000E+01   0.1003610E+01  -0.5627796E-01   0.1003610E+01  -0.9857819E-03
 0.8800000E+01   0.1003988E+01  -0.6081766E-01   0.1003987E+01  -0.1065701E-02
 0.9000000E+01   0.1004497E+01  -0.6489669E-01   0.1004496E+01  -0.1137754E-02
 0.9200000E+01   0.1005290E+01  -0.7400028E-01   0.1005289E+01  -0.1298380E-02
 0.9400000E+01   0.1006406E+01  -0.1085318E+00   0.1006405E+01  -0.1906371E-02
 0.9600000E+01   0.1007436E+01  -0.1868802E+00   0.1007431E+01  -0.3285925E-02
 0.9800000E+01   0.1007862E+01  -0.3010871E+00   0.1007848E+01  -0.5296250E-02
 0.1000000E+02   0.1007379E+01  -0.4307723E+00   0.1007351E+01  -0.7573803E-02
 0.1020000E+02   0.1005863E+01  -0.5490226E+00   0.1005817E+01  -0.9638283E-02
 0.1040000E+02   0.1003397E+01  -0.6247959E+00   0.1003337E+01  -0.1094157E-01
 0.1060000E+02   0.1000473E+01  -0.6208761E+00   0.1000415E+01  -0.1084125E-01
 0.1080000E+02   0.9982144E+00  -0.5354081E+00   0.9981709E+00  -0.9327813E-02
 0.1100000E+02   0.9971997E+00  -0.4225794E+00   0.9971726E+00  -0.7354682E-02
 0.1120000E+02   0.9970876E+00  -0.3251398E+00   0.9970716E+00  -0.5658202E-02
 0.1140000E+02   0.9974173E+00  -0.2523896E+00   0.9974076E+00  -0.4393639E-02
 0.1160000E+02   0.9979301E+00  -0.2009393E+00   0.9979239E+00  -0.3499785E-02
 0.1180000E+02   0.9984957E+00  -0.1658193E+00   0.9984915E+00  -0.2889735E-02
 0.1200000E+02   0.9990526E+00  -0.1424461E+00   0.9990495E+00  -0.2483796E-02
 0.1220000E+02   0.9995791E+00  -0.1273253E+00   0.9995766E+00  -0.2221309E-02
 0.1240000E+02   0.1000072E+01  -0.1181341E+00   0.1000070E+01  -0.2061976E-02
 0.1260000E+02   0.1000536E+01  -0.1134603E+00   0.1000534E+01  -0.1981316E-02
