  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1000060E+01  -0.3817738E-03   0.1000060E+01  -0.6663606E-05
 0.2099800E+00   0.1000060E+01  -0.3817738E-03   0.1000060E+01  -0.6663606E-05
 0.4000000E+00   0.1000219E+01  -0.1410842E-02   0.1000219E+01  -0.2462923E-04
 0.6000000E+00   0.1000490E+01  -0.3180354E-02   0.1000490E+01  -0.5553486E-04
 0.8000000E+00   0.1000873E+01  -0.5702103E-02   0.1000873E+01  -0.9960731E-04
 0.1000000E+01   0.1001368E+01  -0.9024073E-02   0.1001368E+01  -0.1577153E-03
 0.1200000E+01   0.1001982E+01  -0.1322463E-01   0.1001982E+01  -0.2312709E-03
 0.1400000E+01   0.1002720E+01  -0.1844245E-01   0.1002720E+01  -0.3227571E-03
 0.1600000E+01   0.1003595E+01  -0.2495153E-01   0.1003595E+01  -0.4370519E-03
 0.1800000E+01   0.1004627E+01  -0.3337937E-01   0.1004627E+01  -0.5852754E-03
 0.2000000E+01   0.1005859E+01  -0.4548847E-01   0.1005859E+01  -0.7985750E-03
 0.2200000E+01   0.1007387E+01  -0.6799926E-01   0.1007386E+01  -0.1195578E-02
 0.2400000E+01   0.1009196E+01  -0.1357903E+00   0.1009193E+01  -0.2391781E-02
 0.2600000E+01   0.1009235E+01  -0.2757137E+00   0.1009223E+01  -0.4856530E-02
 0.2800000E+01   0.1008185E+01  -0.1820941E+00   0.1008180E+01  -0.3204149E-02
 0.3000000E+01   0.1010249E+01  -0.1262479E+00   0.1010247E+01  -0.2226024E-02
 0.3200000E+01   0.1012481E+01  -0.1234464E+00   0.1012479E+01  -0.2181436E-02
 0.3400000E+01   0.1014758E+01  -0.1423582E+00   0.1014755E+01  -0.2521284E-02
 0.3600000E+01   0.1017091E+01  -0.1901540E+00   0.1017085E+01  -0.3375530E-02
 0.3800000E+01   0.1018660E+01  -0.2757839E+00   0.1018648E+01  -0.4903136E-02
 0.4000000E+01   0.1018981E+01  -0.2779966E+00   0.1018969E+01  -0.4944034E-02
 0.4200000E+01   0.1021088E+01  -0.2282410E+00   0.1021080E+01  -0.4067554E-02
 0.4400000E+01   0.1023837E+01  -0.2183414E+00   0.1023830E+01  -0.3901605E-02
 0.4600000E+01   0.1026685E+01  -0.2275934E+00   0.1026677E+01  -0.4078242E-02
 0.4800000E+01   0.1029620E+01  -0.2449979E+00   0.1029611E+01  -0.4402662E-02
 0.5000000E+01   0.1032681E+01  -0.2672912E+00   0.1032670E+01  -0.4817555E-02
 0.5200000E+01   0.1035901E+01  -0.2936849E+00   0.1035887E+01  -0.5309764E-02
 0.5400000E+01   0.1039308E+01  -0.3244332E+00   0.1039291E+01  -0.5884972E-02
 0.5600000E+01   0.1042934E+01  -0.3606003E+00   0.1042913E+01  -0.6563831E-02
 0.5800000E+01   0.1046816E+01  -0.4043807E+00   0.1046790E+01  -0.7388130E-02
 0.6000000E+01   0.1050994E+01  -0.4600865E+00   0.1050960E+01  -0.8439419E-02
 0.6200000E+01   0.1055497E+01  -0.5364482E+00   0.1055450E+01  -0.9882246E-02
 0.6400000E+01   0.1060232E+01  -0.6507773E+00   0.1060164E+01  -0.1204208E-01
 0.6600000E+01   0.1064609E+01  -0.8254852E+00   0.1064499E+01  -0.1533776E-01
 0.6800000E+01   0.1067352E+01  -0.1033681E+01   0.1067178E+01  -0.1925519E-01
 0.7000000E+01   0.1068158E+01  -0.1182170E+01   0.1067930E+01  -0.2203748E-01
 0.7200000E+01   0.1068533E+01  -0.1164904E+01   0.1068313E+01  -0.2172330E-01
 0.7400000E+01   0.1071729E+01  -0.1046497E+01   0.1071551E+01  -0.1957386E-01
 0.7600000E+01   0.1077231E+01  -0.9750979E+00   0.1077075E+01  -0.1833215E-01
 0.7800000E+01   0.1083608E+01  -0.9666880E+00   0.1083454E+01  -0.1828165E-01
 0.8000000E+01   0.1090367E+01  -0.1001212E+01   0.1090201E+01  -0.1905259E-01
 0.8200000E+01   0.1097442E+01  -0.1066280E+01   0.1097252E+01  -0.2042231E-01
 0.8400000E+01   0.1104876E+01  -0.1157952E+01   0.1104650E+01  -0.2232810E-01
 0.8600000E+01   0.1112720E+01  -0.1277345E+01   0.1112443E+01  -0.2480479E-01
 0.8800000E+01   0.1120991E+01  -0.1426476E+01   0.1120643E+01  -0.2790609E-01
 0.9000000E+01   0.1129803E+01  -0.1599905E+01   0.1129362E+01  -0.3154407E-01
 0.9200000E+01   0.1140013E+01  -0.1797690E+01   0.1139452E+01  -0.3576272E-01
 0.9400000E+01   0.1153049E+01  -0.2116867E+01   0.1152262E+01  -0.4259118E-01
 0.9600000E+01   0.1167060E+01  -0.2766675E+01   0.1165699E+01  -0.5633260E-01
 0.9800000E+01   0.1175658E+01  -0.3779847E+01   0.1173100E+01  -0.7750281E-01
