  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1005124E+01  -0.2194568E-01   0.1005124E+01  -0.3849869E-03
 0.2099800E+00   0.1005124E+01  -0.2194568E-01   0.1005124E+01  -0.3849869E-03
 0.4000000E+00   0.1019044E+01  -0.8144460E-01   0.1019043E+01  -0.1448546E-02
 0.6000000E+00   0.1043441E+01  -0.1851933E+00   0.1043436E+01  -0.3372639E-02
 0.8000000E+00   0.1079317E+01  -0.3365837E+00   0.1079299E+01  -0.6340407E-02
 0.1000000E+01   0.1128656E+01  -0.5426860E+00   0.1128606E+01  -0.1069009E-01
 0.1200000E+01   0.1194461E+01  -0.8142060E+00   0.1194340E+01  -0.1697340E-01
 0.1400000E+01   0.1281257E+01  -0.1167289E+01   0.1280991E+01  -0.2610130E-01
 0.1600000E+01   0.1395987E+01  -0.1626723E+01   0.1395425E+01  -0.3962909E-01
 0.1800000E+01   0.1549660E+01  -0.2231894E+01   0.1548485E+01  -0.6035004E-01
 0.2000000E+01   0.1760630E+01  -0.3048655E+01   0.1758138E+01  -0.9363727E-01
 0.2200000E+01   0.2061670E+01  -0.4195185E+01   0.2056146E+01  -0.1508202E+00
 0.2400000E+01   0.2517155E+01  -0.5905548E+01   0.2503796E+01  -0.2589872E+00
 0.2600000E+01   0.3271886E+01  -0.8714501E+01   0.3234114E+01  -0.4957267E+00
 0.2800000E+01   0.4724879E+01  -0.1414752E+02   0.4581572E+01  -0.1154852E+01
 0.3000000E+01   0.8355463E+01  -0.2856260E+02   0.7338563E+01  -0.3994902E+01
 0.3200000E+01   0.1568836E+02  -0.8799997E+02   0.5475245E+00  -0.1567880E+02
 0.3400000E+01   0.8268314E+01  -0.1425878E+03  -0.6567400E+01  -0.5023372E+01
 0.3600000E+01   0.4765289E+01  -0.1600989E+03  -0.4480714E+01  -0.1622090E+01
 0.3800000E+01   0.3217394E+01  -0.1662997E+03  -0.3125852E+01  -0.7620186E+00
 0.4000000E+01   0.2427022E+01  -0.1693570E+03  -0.2385271E+01  -0.4482425E+00
 0.4200000E+01   0.1953791E+01  -0.1712284E+03  -0.1930939E+01  -0.2979450E+00
 0.4400000E+01   0.1641413E+01  -0.1725236E+03  -0.1627459E+01  -0.2135765E+00
 0.4600000E+01   0.1421645E+01  -0.1734980E+03  -0.1412501E+01  -0.1609840E+00
 0.4800000E+01   0.1260094E+01  -0.1742783E+03  -0.1253816E+01  -0.1256266E+00
 0.5000000E+01   0.1137598E+01  -0.1749351E+03  -0.1133156E+01  -0.1004309E+00
 0.5200000E+01   0.1042668E+01  -0.1755113E+03  -0.1039470E+01  -0.8160153E-01
 0.5400000E+01   0.9680248E+00  -0.1760348E+03  -0.9657075E+00  -0.6694014E-01
 0.5600000E+01   0.9088574E+00  -0.1765249E+03  -0.9071862E+00  -0.5509016E-01
 0.5800000E+01   0.8618880E+00  -0.1769961E+03  -0.8607037E+00  -0.4516576E-01
 0.6000000E+01   0.8248353E+00  -0.1774599E+03  -0.8240249E+00  -0.3655588E-01
 0.6200000E+01   0.7960976E+00  -0.1779258E+03  -0.7955760E+00  -0.2881347E-01
 0.6400000E+01   0.7745570E+00  -0.1784028E+03  -0.7742561E+00  -0.2158841E-01
