  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1002838E+01  -0.1217877E-01   0.1002838E+01  -0.2131629E-03
 0.2099800E+00   0.1002838E+01  -0.1217877E-01   0.1002838E+01  -0.2131629E-03
 0.4000000E+00   0.1010538E+01  -0.4539716E-01   0.1010538E+01  -0.8006795E-03
 0.6000000E+00   0.1024005E+01  -0.1040194E+00   0.1024003E+01  -0.1859061E-02
 0.8000000E+00   0.1043741E+01  -0.1911253E+00   0.1043735E+01  -0.3481668E-02
 0.1000000E+01   0.1070763E+01  -0.3126107E+00   0.1070747E+01  -0.5842146E-02
 0.1200000E+01   0.1106610E+01  -0.4775560E+00   0.1106572E+01  -0.9223407E-02
 0.1400000E+01   0.1153597E+01  -0.6999266E+00   0.1153510E+01  -0.1409201E-01
 0.1600000E+01   0.1215265E+01  -0.1001622E+01   0.1215080E+01  -0.2124370E-01
 0.1800000E+01   0.1297227E+01  -0.1418214E+01   0.1296829E+01  -0.3210632E-01
 0.2000000E+01   0.1408812E+01  -0.2010488E+01   0.1407945E+01  -0.4942455E-01
 0.2200000E+01   0.1566647E+01  -0.2889804E+01   0.1564655E+01  -0.7898284E-01
 0.2400000E+01   0.1803286E+01  -0.4280852E+01   0.1798255E+01  -0.1346071E+00
 0.2600000E+01   0.2191641E+01  -0.6705036E+01   0.2176651E+01  -0.2558917E+00
 0.2800000E+01   0.2931100E+01  -0.1166745E+02   0.2870537E+01  -0.5927593E+00
 0.3000000E+01   0.4746234E+01  -0.2548926E+02   0.4284264E+01  -0.2042503E+01
 0.3200000E+01   0.8047425E+01  -0.8410279E+02   0.8268258E+00  -0.8004837E+01
 0.3400000E+01   0.3796193E+01  -0.1374167E+03  -0.2795117E+01  -0.2568736E+01
 0.3600000E+01   0.1912684E+01  -0.1541443E+03  -0.1721215E+01  -0.8341324E+00
 0.3800000E+01   0.1094163E+01  -0.1587663E+03  -0.1019881E+01  -0.3962765E+00
 0.4000000E+01   0.6742020E+00  -0.1593931E+03  -0.6310645E+00  -0.2372888E+00
 0.4200000E+01   0.4197671E+00  -0.1573198E+03  -0.3873070E+00  -0.1618572E+00
 0.4400000E+01   0.2502066E+00  -0.1512808E+03  -0.2194275E+00  -0.1202288E+00
 0.4600000E+01   0.1347168E+00  -0.1351541E+03  -0.9551498E-01  -0.9500261E-01
 0.4800000E+01   0.7879625E-01  -0.8926481E+02   0.1011039E-02  -0.7878976E-01
 0.5000000E+01   0.1047076E+00  -0.4051125E+02   0.7960695E-01  -0.6801781E-01
 0.5200000E+01   0.1582266E+00  -0.2259578E+02   0.1460809E+00  -0.6079500E-01
 0.5400000E+01   0.2117819E+00  -0.1534799E+02   0.2042289E+00  -0.5605463E-01
 0.5600000E+01   0.2621235E+00  -0.1170382E+02   0.2566738E+00  -0.5317242E-01
 0.5800000E+01   0.3096865E+00  -0.9625338E+01   0.3053268E+00  -0.5178105E-01
 0.6000000E+01   0.3554358E+00  -0.8359618E+01   0.3516593E+00  -0.5167530E-01
 0.6200000E+01   0.4003641E+00  -0.7572831E+01   0.3968722E+00  -0.5276252E-01
 0.6400000E+01   0.4454229E+00  -0.7097842E+01   0.4420095E+00  -0.5503828E-01
 0.6600000E+01   0.4915443E+00  -0.6844243E+01   0.4880415E+00  -0.5857767E-01
 0.6800000E+01   0.5396858E+00  -0.6761263E+01   0.5359324E+00  -0.6353862E-01
 0.7000000E+01   0.5908854E+00  -0.6820857E+01   0.5867034E+00  -0.7017675E-01
 0.7200000E+01   0.6463290E+00  -0.7009521E+01   0.6414983E+00  -0.7887429E-01
 0.7400000E+01   0.7074352E+00  -0.7324399E+01   0.7016627E+00  -0.9018879E-01
