  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1002830E+01  -0.1477646E-01   0.1002830E+01  -0.2586278E-03
 0.2099800E+00   0.1002830E+01  -0.1477646E-01   0.1002830E+01  -0.2586278E-03
 0.4000000E+00   0.1010509E+01  -0.5507699E-01   0.1010509E+01  -0.9713772E-03
 0.6000000E+00   0.1023937E+01  -0.1261881E+00   0.1023934E+01  -0.2255115E-02
 0.8000000E+00   0.1043611E+01  -0.2318301E+00   0.1043603E+01  -0.4222647E-02
 0.1000000E+01   0.1070541E+01  -0.3791272E+00   0.1070518E+01  -0.7083739E-02
 0.1200000E+01   0.1106249E+01  -0.5790439E+00   0.1106193E+01  -0.1117981E-01
 0.1400000E+01   0.1153023E+01  -0.8484259E+00   0.1152897E+01  -0.1707314E-01
 0.1600000E+01   0.1214358E+01  -0.1213652E+01   0.1214085E+01  -0.2572088E-01
 0.1800000E+01   0.1295768E+01  -0.1717488E+01   0.1295186E+01  -0.3883590E-01
 0.2000000E+01   0.1406387E+01  -0.2432805E+01   0.1405120E+01  -0.5969790E-01
 0.2200000E+01   0.1562373E+01  -0.3492540E+01   0.1559471E+01  -0.9517753E-01
 0.2400000E+01   0.1795008E+01  -0.5163086E+01   0.1787725E+01  -0.1615344E+00
 0.2600000E+01   0.2172926E+01  -0.8054970E+01   0.2151488E+01  -0.3044771E+00
 0.2800000E+01   0.2875503E+01  -0.1388345E+02   0.2791498E+01  -0.6899700E+00
 0.3000000E+01   0.4467728E+01  -0.2928612E+02   0.3896698E+01  -0.2185484E+01
 0.3200000E+01   0.6678079E+01  -0.8199817E+02   0.9296203E+00  -0.6613059E+01
 0.3400000E+01   0.3601230E+01  -0.1316039E+03  -0.2391136E+01  -0.2692829E+01
 0.3600000E+01   0.1884838E+01  -0.1489747E+03  -0.1615192E+01  -0.9714765E+00
 0.3800000E+01   0.1094441E+01  -0.1543357E+03  -0.9864713E+00  -0.4739993E+00
 0.4000000E+01   0.6798537E+00  -0.1551121E+03  -0.6167175E+00  -0.2861128E+00
 0.4200000E+01   0.4274818E+00  -0.1527360E+03  -0.3799908E+00  -0.1958257E+00
 0.4400000E+01   0.2599853E+00  -0.1459136E+03  -0.2153181E+00  -0.1457067E+00
 0.4600000E+01   0.1481454E+00  -0.1289345E+03  -0.9309929E-01  -0.1152370E+00
 0.4800000E+01   0.9564451E-01  -0.8854771E+02   0.2424065E-02  -0.9561379E-01
 0.5000000E+01   0.1152121E+00  -0.4577070E+02   0.8036410E-01  -0.8255572E-01
 0.5200000E+01   0.1639133E+00  -0.2675394E+02   0.1463661E+00  -0.7378719E-01
 0.5400000E+01   0.2151750E+00  -0.1842856E+02   0.2041405E+00  -0.6802155E-01
 0.5600000E+01   0.2642538E+00  -0.1412858E+02   0.2562603E+00  -0.6450403E-01
 0.5800000E+01   0.3110087E+00  -0.1164747E+02   0.3046045E+00  -0.6278937E-01
 0.6000000E+01   0.3561696E+00  -0.1012733E+02   0.3506202E+00  -0.6262757E-01
 0.6200000E+01   0.4006168E+00  -0.9178705E+01   0.3954872E+00  -0.6390411E-01
 0.6400000E+01   0.4452386E+00  -0.8604080E+01   0.4402277E+00  -0.6661025E-01
 0.6600000E+01   0.4909239E+00  -0.8295770E+01   0.4857871E+00  -0.7083205E-01
 0.6800000E+01   0.5385949E+00  -0.8192947E+01   0.5330979E+00  -0.7675360E-01
 0.7000000E+01   0.5892539E+00  -0.8261797E+01   0.5831385E+00  -0.8467365E-01
 0.7200000E+01   0.6440437E+00  -0.8485842E+01   0.6369929E+00  -0.9503832E-01
 0.7400000E+01   0.7043263E+00  -0.8861263E+01   0.6959196E+00  -0.1084961E+00
 0.7600000E+01   0.7717889E+00  -0.9395071E+01   0.7614362E+00  -0.1259877E+00
 0.7800000E+01   0.8485947E+00  -0.1010527E+02   0.8354305E+00  -0.1488922E+00
 0.8000000E+01   0.9376057E+00  -0.1102291E+02   0.9203076E+00  -0.1792716E+00
 0.8200000E+01   0.1042722E+01  -0.1219643E+02   0.1019187E+01  -0.2202894E+00
 0.8400000E+01   0.1169414E+01  -0.1369964E+02   0.1136145E+01  -0.2769547E+00
 0.8600000E+01   0.1325580E+01  -0.1564585E+02   0.1276463E+01  -0.3574962E+00
 0.8800000E+01   0.1522938E+01  -0.1821317E+02   0.1446639E+01  -0.4759992E+00
 0.9000000E+01   0.1779241E+01  -0.2169177E+02   0.1653245E+01  -0.6576310E+00
 0.9200000E+01   0.2121365E+01  -0.2657367E+02   0.1897264E+01  -0.9489886E+00
 0.9400000E+01   0.2587001E+01  -0.3372093E+02   0.2151742E+01  -0.1436169E+01
