Zeit in UTC+02:00;X in mm/s;Y in mm/s;Z in mm/s
01.08.2023 08:44:16.74800;-0,005568318534642;-0,001027629594319;0,005568318534642
01.08.2023 08:44:16.74900;-0,004755774047226;-0,000955934519880;0,004325603600591
01.08.2023 08:44:16.75000;-0,003489160910249;-0,000716950860806;0,005018655676395
01.08.2023 08:44:16.75100;-0,002174750901759;-0,000238983629970;0,005616115406156
01.08.2023 08:44:16.75200;-0,001290511572734;0,000382373807952;0,004373400472105
01.08.2023 08:44:16.75300;-0,001075426349416;0,001003731158562;0,005448826588690
01.08.2023 08:44:16.75400;-0,001410003402270;0,001433901721612;0,005090351216495
01.08.2023 08:44:16.75500;-0,001935767359100;0,001601190306246;0,003250177251175
01.08.2023 08:44:16.75600;-0,002365937922150;0,001481698476709;0,004230010323226
01.08.2023 08:44:16.75700;-0,002222547773272;0,001529495231807;0,003202380612493
01.08.2023 08:44:16.75800;-0,001266613253392;0,001911869039759;0,001433901721612
01.08.2023 08:44:16.75900;-0,000167288526427;0,002007462317124;0,002294242614880
01.08.2023 08:44:16.76000;0,000549662334379;0,002270344411954;0,001744580455124
01.08.2023 08:44:16.76100;0,000955934519880;0,002628819784150;0,000669154105708
01.08.2023 08:44:16.76200;0,000764747615904;0,002652718219906;0,000406272156397
01.08.2023 08:44:16.76300;0,000047796725994;0,003178482409567;-0,000597459089477
01.08.2023 08:44:16.76400;-0,000238983629970;0,003489160910249;-0,001816275529563
01.08.2023 08:44:16.76500;-0,000430170533946;0,003704246133566;-0,001983564114198
01.08.2023 08:44:16.76600;-0,000645255786367;0,004445095546544;-0,002557124942541
01.08.2023 08:44:16.76700;-0,000693052541465;0,004684078972787;-0,003106787102297
01.08.2023 08:44:16.76800;-0,000932036142331;0,004707977641374;-0,002652718219906
01.08.2023 08:44:16.76900;-0,000693052541465;0,004755774047226;-0,003178482409567
01.08.2023 08:44:16.77000;-0,000262882007519;0,004684078972787;-0,003393567632884
01.08.2023 08:44:16.77100;-0,000023898362997;0,004827469121665;-0,003728144569322
01.08.2023 08:44:16.77200;0,000597459089477;0,004946961067617;-0,004540688823909
01.08.2023 08:44:16.77300;0,000860341067892;0,005090351216495;-0,004134416580200
01.08.2023 08:44:16.77400;0,000908137764782;0,005042554810643;-0,004684078972787
01.08.2023 08:44:16.77500;0,001218816498294;0,004731875844300;-0,005377131514251
01.08.2023 08:44:16.77600;0,001147121307440;0,004445095546544;-0,004468993749470
01.08.2023 08:44:16.77700;0,001529495231807;0,004134416580200;-0,004182213451713
01.08.2023 08:44:16.77800;0,002007462317124;0,004158315248787;-0,004779672715813
01.08.2023 08:44:16.77900;0,002007462317124;0,003775941208005;-0,004923062399030
01.08.2023 08:44:16.78000;0,002055259188637;0,003393567632884;-0,005018655676395
01.08.2023 08:44:16.78100;0,002103056060150;0,003632551059127;-0,005114249885082
01.08.2023 08:44:16.78200;0,002174750901759;0,003608652856201;-0,005759505089372
01.08.2023 08:44:16.78300;0,002604921581224;0,003680347930640;-0,006715439725667
01.08.2023 08:44:16.78400;0,003584754187614;0,003943229559809;-0,006117980927229
01.08.2023 08:44:16.78500;0,004516790155321;0,004373400472105;-0,005592216737568
01.08.2023 08:44:16.78600;0,005424927920103;0,005042554810643;-0,005759505089372
01.08.2023 08:44:16.78700;0,005974590778351;0,005066453013569;-0,004373400472105
01.08.2023 08:44:16.78800;0,005544420331717;0,005018655676395;-0,003608652856201
01.08.2023 08:44:16.78900;0,005018655676395;0,004994757473469;-0,003823738079518
01.08.2023 08:44:16.79000;0,004086619708687;0,004827469121665;-0,003035092027858
01.08.2023 08:44:16.79100;0,003513059346005;0,004899164196104;-0,003035092027858
01.08.2023 08:44:16.79200;0,004253908526152;0,005042554810643;-0,002700514858589
01.08.2023 08:44:16.79300;0,004827469121665;0,005472725257277;-0,001792377093807
01.08.2023 08:44:16.79400;0,005520521663129;0,006261370610446;-0,001505596912466
01.08.2023 08:44:16.79500;0,006643744651228;0,006572049576789;-0,000693052541465
01.08.2023 08:44:16.79600;0,007097813300788;0,006452558096498;-0,000119491814985
01.08.2023 08:44:16.79700;0,006954423617572;0,006404761224985;0,000525764015038
01.08.2023 08:44:16.79800;0,006476456299424;0,006046285852790;0,001338308211416
01.08.2023 08:44:16.79900;0,005616115406156;0,005663911812007;0,001505596912466
01.08.2023 08:44:16.80000;0,004875265993178;0,005185944493860;0,001864072284661
01.08.2023 08:44:16.80100;0,004755774047226;0,004540688823909;0,002198649337515
01.08.2023 08:44:16.80200;0,004946961067617;0,004325603600591;0,002150852698833
01.08.2023 08:44:16.80300;0,005759505089372;0,004110518377274;0,002174750901759
01.08.2023 08:44:16.80400;0,007097813300788;0,004134416580200;0,002294242614880
01.08.2023 08:44:16.80500;0,008029849268496;0,004110518377274;0,001792377093807
01.08.2023 08:44:16.80600;0,008555614389479;0,003943229559809;0,001314409892075
01.08.2023 08:44:16.80700;0,008221036754549;0,004014924634248;0,001027629594319
01.08.2023 08:44:16.80800;0,007073915097862;0,003680347930640;0,000525764015038
01.08.2023 08:44:16.80900;0,006046285852790;0,003106787102297;0,000358475430403
01.08.2023 08:44:16.81000;0,005353232845664;0,002915600081906;0,000597459089477
01.08.2023 08:44:16.81100;0,004899164196104;0,003106787102297;0,000788645935245
01.08.2023 08:44:16.81200;0,004779672715813;0,003297973889858;0,001003731158562
01.08.2023 08:44:16.81300;0,005018655676395;0,003441364271566;0,001218816498294
01.08.2023 08:44:16.81400;0,005281538236886;0,003369668964297;0,000669154105708
01.08.2023 08:44:16.81500;0,005090351216495;0,003035092027858;0,000095593451988
01.08.2023 08:44:16.81600;0,004277807194740;0,002939498517662;-0,000095593451988
01.08.2023 08:44:16.81700;0,003393567632884;0,002700514858589;-0,000788645935245
01.08.2023 08:44:16.81800;0,002843905007467;0,002413734560832;-0,000764747615904
01.08.2023 08:44:16.81900;0,002270344411954;0,002222547773272;0,000215085266973
01.08.2023 08:44:16.82000;0,001720682135783;0,002318141283467;0,000430170533946
01.08.2023 08:44:16.82100;0,001816275529563;0,002796108368784;0,000310678704409
01.08.2023 08:44:16.82200;0,002294242614880;0,003250177251175;0,001314409892075
01.08.2023 08:44:16.82300;0,002533226506785;0,003513059346005;0,001696783816442
01.08.2023 08:44:16.82400;0,002724413294345;0,003513059346005;0,001410003402270
01.08.2023 08:44:16.82500;0,002796108368784;0,003130685305223;0,002198649337515
01.08.2023 08:44:16.82600;0,002413734560832;0,002342039486393;0,002413734560832
01.08.2023 08:44:16.82700;0,001792377093807;0,001266613253392;0,002772210165858
01.08.2023 08:44:16.82800;0,001529495231807;0,000454068882391;0,003919331356883
01.08.2023 08:44:16.82900;0,001194918178953;-0,000023898362997;0,003991026431322
01.08.2023 08:44:16.83000;0,001314409892075;0,000000000000000;0,004325603600591
01.08.2023 08:44:16.83100;0,002246445976198;0,000573560653720;0,005209843162447
01.08.2023 08:44:16.83200;0,002246445976198;0,001099324668758;0,004851367324591
01.08.2023 08:44:16.83300;0,002079157624394;0,001553393551148;0,004731875844300
01.08.2023 08:44:16.83400;0,001887970604002;0,001696783816442;0,005640013609082
