  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1000046E+01  -0.2566614E-03   0.1000046E+01  -0.4479794E-05
 0.2099800E+00   0.1000046E+01  -0.2566614E-03   0.1000046E+01  -0.4479794E-05
 0.4000000E+00   0.1000171E+01  -0.9519470E-03   0.1000171E+01  -0.1661744E-04
 0.6000000E+00   0.1000384E+01  -0.2162288E-02   0.1000384E+01  -0.3775354E-04
 0.8000000E+00   0.1000688E+01  -0.3927653E-02   0.1000688E+01  -0.6859762E-04
 0.1000000E+01   0.1001089E+01  -0.6346984E-02   0.1001089E+01  -0.1108964E-03
 0.1200000E+01   0.1001599E+01  -0.9610608E-02   0.1001599E+01  -0.1680050E-03
 0.1400000E+01   0.1002240E+01  -0.1410584E-01   0.1002240E+01  -0.2467448E-03
 0.1600000E+01   0.1003049E+01  -0.2069191E-01   0.1003049E+01  -0.3622430E-03
 0.1800000E+01   0.1004106E+01  -0.3153700E-01   0.1004106E+01  -0.5526845E-03
 0.2000000E+01   0.1005591E+01  -0.5333386E-01   0.1005590E+01  -0.9360556E-03
 0.2200000E+01   0.1007962E+01  -0.1152228E+00   0.1007960E+01  -0.2027028E-02
 0.2400000E+01   0.1010920E+01  -0.4008673E+00   0.1010895E+01  -0.7072799E-02
 0.2600000E+01   0.1004186E+01  -0.9297983E+00   0.1004053E+01  -0.1629525E-01
 0.2800000E+01   0.9968315E+00  -0.3674983E+00   0.9968110E+00  -0.6393689E-02
 0.3000000E+01   0.9997910E+00  -0.1491390E+00   0.9997876E+00  -0.2602420E-02
 0.3200000E+01   0.1002175E+01  -0.9780437E-01   0.1002174E+01  -0.1710721E-02
 0.3400000E+01   0.1004008E+01  -0.9366463E-01   0.1004006E+01  -0.1641307E-02
 0.3600000E+01   0.1005474E+01  -0.1358111E+00   0.1005471E+01  -0.2383323E-02
 0.3800000E+01   0.1005402E+01  -0.2109173E+00   0.1005395E+01  -0.3701077E-02
 0.4000000E+01   0.1004245E+01  -0.1535416E+00   0.1004242E+01  -0.2691180E-02
 0.4200000E+01   0.1005052E+01  -0.8360276E-01   0.1005050E+01  -0.1466514E-02
 0.4400000E+01   0.1005958E+01  -0.5524062E-01   0.1005958E+01  -0.9698752E-03
